ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-06-18,22684.277575597156,9006.003488608258,38453.433948683196,22684.277575597156,22684.277575597156,735.9831322662619,735.9831322662619,735.9831322662619,3563.2497467978806,3563.2497467978806,3563.2497467978806,-2827.2666145316184,-2827.2666145316184,-2827.2666145316184,0.0,0.0,0.0,23420.260707863417
2010-06-20,22677.422606616077,-3505.439832210381,28651.90287436783,22677.422606616077,22677.422606616077,-9814.560743862005,-9814.560743862005,-9814.560743862005,-5950.734482101462,-5950.734482101462,-5950.734482101462,-3863.826261760542,-3863.826261760542,-3863.826261760542,0.0,0.0,0.0,12862.861862754073
2010-06-21,22673.995122125536,8709.615831559078,38190.18852417277,22673.995122125536,22673.995122125536,1232.8384953773268,1232.8384953773268,1232.8384953773268,5637.336082802101,5637.336082802101,5637.336082802101,-4404.497587424774,-4404.497587424774,-4404.497587424774,0.0,0.0,0.0,23906.833617502863
2010-06-22,22670.567637635,10214.995558834518,40906.2198403651,22670.567637635,22670.567637635,3320.0753412634103,3320.0753412634103,3320.0753412634103,8263.268564201764,8263.268564201764,8263.268564201764,-4943.193222938352,-4943.193222938352,-4943.193222938352,0.0,0.0,0.0,25990.64297889841
2010-06-23,22667.14015314446,6332.756020575958,38023.0376417029,22667.14015314446,22667.14015314446,-102.8135488672143,-102.8135488672143,-102.8135488672143,5364.460058880964,5364.460058880964,5364.460058880964,-5467.273607748179,-5467.273607748179,-5467.273607748179,0.0,0.0,0.0,22564.326604277245
2010-06-24,22663.71266865392,12210.075066194382,44145.18088638082,22663.71266865392,22663.71266865392,6624.991077855934,6624.991077855934,6624.991077855934,12589.557408823564,12589.557408823564,12589.557408823564,-5964.566330967631,-5964.566330967631,-5964.566330967631,0.0,0.0,0.0,29288.703746509855
2010-06-25,22660.28518416338,4882.308146480719,35869.5215860785,22660.28518416338,22660.28518416338,-2860.4615099708467,-2860.4615099708467,-2860.4615099708467,3563.249746782191,3563.249746782191,3563.249746782191,-6423.7112567530385,-6423.7112567530385,-6423.7112567530385,0.0,0.0,0.0,19799.823674192532
2010-06-27,22653.4302151823,-5969.642430366679,24886.12121665476,22653.4302151823,22653.4302151823,-13138.779218362919,-13138.779218362919,-13138.779218362919,-5950.734482083862,-5950.734482083862,-5950.734482083862,-7188.044736279057,-7188.044736279057,-7188.044736279057,0.0,0.0,0.0,9514.65099681938
2010-06-28,22650.002730691762,5257.115816369791,36558.69580860738,22650.002730691762,22650.002730691762,-1839.8994890557487,-1839.8994890557487,-1839.8994890557487,5637.336082805871,5637.336082805871,5637.336082805871,-7477.23557186162,-7477.23557186162,-7477.23557186162,0.0,0.0,0.0,20810.103241636014
2010-06-29,22646.575246201224,7307.83364151625,38145.88758995636,22646.575246201224,22646.575246201224,566.5674921622059,566.5674921622059,566.5674921622059,8263.268564223197,8263.268564223197,8263.268564223197,-7696.701072060991,-7696.701072060991,-7696.701072060991,0.0,0.0,0.0,23213.14273836343
2010-06-30,22643.147761710683,4536.576915541537,35799.77162034462,22643.147761710683,22643.147761710683,-2478.585709459738,-2478.585709459738,-2478.585709459738,5364.460058897362,5364.460058897362,5364.460058897362,-7843.0457683571,-7843.0457683571,-7843.0457683571,0.0,0.0,0.0,20164.562052250945
2010-07-01,22639.72027722014,11189.367493894559,42509.017071304515,22639.72027722014,22639.72027722014,4674.663240372368,4674.663240372368,4674.663240372368,12589.557408816103,12589.557408816103,12589.557408816103,-7914.894168443734,-7914.894168443734,-7914.894168443734,0.0,0.0,0.0,27314.38351759251
2010-07-02,22636.2927927296,3295.852374566587,34377.03642801958,22636.2927927296,22636.2927927296,-4349.64594137073,-4349.64594137073,-4349.64594137073,3563.2497467665,3563.2497467665,3563.2497467665,-7912.89568813723,-7912.89568813723,-7912.89568813723,0.0,0.0,0.0,18286.64685135887
2010-07-04,22629.437823748525,-6845.563481637848,24881.538469955896,22629.437823748525,22629.437823748525,-13650.421297747818,-13650.421297747818,-13650.421297747818,-5950.734482111223,-5950.734482111223,-5950.734482111223,-7699.686815636595,-7699.686815636595,-7699.686815636595,0.0,0.0,0.0,8979.016526000707
2010-07-05,22626.010339257984,4305.211966983283,36634.415273863575,22626.010339257984,22626.010339257984,-1861.7733613095793,-1861.7733613095793,-1861.7733613095793,5637.336082792287,5637.336082792287,5637.336082792287,-7499.109444101867,-7499.109444101867,-7499.109444101867,0.0,0.0,0.0,20764.236977948403
2010-07-06,22622.582854767446,7465.277168629168,39591.31636868643,22622.582854767446,22622.582854767446,1017.702572893641,1017.702572893641,1017.702572893641,8263.268564208063,8263.268564208063,8263.268564208063,-7245.565991314423,-7245.565991314423,-7245.565991314423,0.0,0.0,0.0,23640.28542766109
2010-07-07,22619.15537027691,5410.321721049332,35472.93426144345,22619.15537027691,22619.15537027691,-1583.437333153604,-1583.437333153604,-1583.437333153604,5364.46005887337,5364.46005887337,5364.46005887337,-6947.897392026974,-6947.897392026974,-6947.897392026974,0.0,0.0,0.0,21035.718037123304
2010-07-08,22615.727889688464,13268.672643813103,43616.88716767773,22615.727889688464,22615.727889688464,5973.691843304923,5973.691843304923,5973.691843304923,12589.557408808638,12589.557408808638,12589.557408808638,-6615.865565503713,-6615.865565503713,-6615.865565503713,0.0,0.0,0.0,28589.41973299339
2010-07-09,22612.30040910002,4589.833746899496,35846.194701160326,22612.30040910002,22612.30040910002,-2696.589732369163,-2696.589732369163,-2696.589732369163,3563.2497468096026,3563.2497468096026,3563.2497468096026,-6259.839479178766,-6259.839479178766,-6259.839479178766,0.0,0.0,0.0,19915.710676730854
2010-07-11,22605.445447923128,-3206.6862871796343,26410.384879245736,22605.445447923128,22605.445447923128,-11469.084097592511,-11469.084097592511,-11469.084097592511,-5950.734482093627,-5950.734482093627,-5950.734482093627,-5518.349615498883,-5518.349615498883,-5518.349615498883,0.0,0.0,0.0,11136.361350330617
2010-07-12,22602.017967334687,7568.286316429719,38471.364461126024,22602.017967334687,22602.017967334687,483.62584394069404,483.62584394069404,483.62584394069404,5637.336082778702,5637.336082778702,5637.336082778702,-5153.710238838008,-5153.710238838008,-5153.710238838008,0.0,0.0,0.0,23085.643811275382
2010-07-13,22598.59048674624,10869.527427472569,41940.17274421489,22598.59048674624,22598.59048674624,3457.170831483341,3457.170831483341,3457.170831483341,8263.268564192931,8263.268564192931,8263.268564192931,-4806.097732709591,-4806.097732709591,-4806.097732709591,0.0,0.0,0.0,26055.761318229583
2010-07-14,22595.163006157796,8205.847971071784,38312.92302936705,22595.163006157796,22595.163006157796,880.3560798059588,880.3560798059588,880.3560798059588,5364.46005891032,5364.46005891032,5364.46005891032,-4484.103979104361,-4484.103979104361,-4484.103979104361,0.0,0.0,0.0,23475.519085963755
2010-07-15,22591.735525569355,15488.93296329704,45573.689568157744,22591.735525569355,22591.735525569355,8394.4352688023,8394.4352688023,8394.4352688023,12589.557408796883,12589.557408796883,12589.557408796883,-4195.122139994584,-4195.122139994584,-4195.122139994584,0.0,0.0,0.0,30986.170794371654
2010-07-16,22588.308044980906,6924.201343813927,38197.89261139452,22588.308044980906,22588.308044980906,-381.89695282370076,-381.89695282370076,-381.89695282370076,3563.2497467690473,3563.2497467690473,3563.2497467690473,-3945.146699592748,-3945.146699592748,-3945.146699592748,0.0,0.0,0.0,22206.411092157206
2010-07-18,22581.45308380402,-1089.3611630343378,28950.419833665957,22581.45308380402,22581.45308380402,-9529.079105709712,-9529.079105709712,-9529.079105709712,-5950.734482066646,-5950.734482066646,-5950.734482066646,-3578.3446236430655,-3578.3446236430655,-3578.3446236430655,0.0,0.0,0.0,13052.373978094307
2010-07-19,22578.025603215574,9704.598662075305,40621.62997278798,22578.025603215574,22578.025603215574,2171.9169807934936,2171.9169807934936,2171.9169807934936,5637.336082773797,5637.336082773797,5637.336082773797,-3465.4191019803034,-3465.4191019803034,-3465.4191019803034,0.0,0.0,0.0,24749.942584009066
2010-07-20,22574.59812262713,12414.528998602256,41591.5165298596,22574.59812262713,22574.59812262713,4863.995609549983,4863.995609549983,4863.995609549983,8263.268564196547,8263.268564196547,8263.268564196547,-3399.272954646565,-3399.272954646565,-3399.272954646565,0.0,0.0,0.0,27438.593732177113
2010-07-21,22571.170642038684,9503.428958231249,40789.474695570105,22571.170642038684,22571.170642038684,1986.7352012976653,1986.7352012976653,1986.7352012976653,5364.4600588863295,5364.4600588863295,5364.4600588863295,-3377.724857588664,-3377.724857588664,-3377.724857588664,0.0,0.0,0.0,24557.90584333635
2010-07-22,22567.74316145024,15976.949285273722,46883.831519526706,22567.74316145024,22567.74316145024,9192.451127240469,9192.451127240469,9192.451127240469,12589.557408789417,12589.557408789417,12589.557408789417,-3397.1062815489495,-3397.1062815489495,-3397.1062815489495,0.0,0.0,0.0,31760.194288690705
2010-07-23,22564.315680861797,7131.212016754253,37224.852428818725,22564.315680861797,22564.315680861797,110.81864304074524,110.81864304074524,110.81864304074524,3563.249746728491,3563.249746728491,3563.249746728491,-3452.431103687746,-3452.431103687746,-3452.431103687746,0.0,0.0,0.0,22675.13432390254
2010-07-25,22557.460719684907,-2986.617278051073,28333.801819344513,22557.460719684907,22557.460719684907,-9596.418201580344,-9596.418201580344,-9596.418201580344,-5950.734482176493,-5950.734482176493,-5950.734482176493,-3645.683719403851,-3645.683719403851,-3645.683719403851,0.0,0.0,0.0,12961.042518104563
2010-07-26,22554.03323909646,9936.482843553757,40191.591090591304,22554.03323909646,22554.03323909646,1868.2135924882105,1868.2135924882105,1868.2135924882105,5637.336082785708,5637.336082785708,5637.336082785708,-3769.1224902974973,-3769.1224902974973,-3769.1224902974973,0.0,0.0,0.0,24422.24683158467
2010-07-27,22550.605758508016,10333.198489101227,41433.97684147709,22550.605758508016,22550.605758508016,4363.179104157072,4363.179104157072,4363.179104157072,8263.26856421798,8263.26856421798,8263.26856421798,-3900.089460060908,-3900.089460060908,-3900.089460060908,0.0,0.0,0.0,26913.78486266509
2010-07-28,22547.17827791957,7979.871142558914,40249.34651997693,22547.17827791957,22547.17827791957,1333.7088899780995,1333.7088899780995,1333.7088899780995,5364.460058902726,5364.460058902726,5364.460058902726,-4030.7511689246267,-4030.7511689246267,-4030.7511689246267,0.0,0.0,0.0,23880.887167897672
2010-07-29,22543.750797331126,15421.818081235511,45941.98763977715,22543.750797331126,22543.750797331126,8435.988089908265,8435.988089908265,8435.988089908265,12589.557408818167,12589.557408818167,12589.557408818167,-4153.569318909902,-4153.569318909902,-4153.569318909902,0.0,0.0,0.0,30979.738887239393
2010-07-30,22540.323322326927,6409.779051888052,36972.94151005063,22540.323322326927,22540.323322326927,-698.332701700361,-698.332701700361,-698.332701700361,3563.249746771596,3563.249746771596,3563.249746771596,-4261.582448471957,-4261.582448471957,-4261.582448471957,0.0,0.0,0.0,21841.990620626566
2010-08-01,22533.468372318534,-2824.147660869526,27607.194793532213,22533.468372318534,22533.468372318534,-10360.491670392641,-10360.491670392641,-10360.491670392641,-5950.7344821495135,-5950.7344821495135,-5950.7344821495135,-4409.757188243125,-4409.757188243125,-4409.757188243125,0.0,0.0,0.0,12172.976701925892
2010-08-02,22530.040897314335,7166.7752727364095,40469.28245556814,22530.040897314335,22530.040897314335,1196.2849343940818,1196.2849343940818,1196.2849343940818,5637.336082797618,5637.336082797618,5637.336082797618,-4441.051148403536,-4441.051148403536,-4441.051148403536,0.0,0.0,0.0,23726.32583170842
2010-08-03,22526.61342231014,10684.450016090244,41729.46582780536,22526.61342231014,22526.61342231014,3823.1306059886233,3823.1306059886233,3823.1306059886233,8263.26856423941,8263.26856423941,8263.26856423941,-4440.137958250787,-4440.137958250787,-4440.137958250787,0.0,0.0,0.0,26349.744028298763
2010-08-04,22523.18594730594,7806.107781512864,38648.243462121536,22523.18594730594,22523.18594730594,958.3607882208445,958.3607882208445,958.3607882208445,5364.460058919122,5364.460058919122,5364.460058919122,-4406.099270698278,-4406.099270698278,-4406.099270698278,0.0,0.0,0.0,23481.546735526787
2010-08-05,22519.758472301743,15546.35612172998,45370.98901901471,22519.758472301743,22519.758472301743,8250.010616543406,8250.010616543406,8250.010616543406,12589.557408772345,12589.557408772345,12589.557408772345,-4339.546792228939,-4339.546792228939,-4339.546792228939,0.0,0.0,0.0,30769.769088845147
2010-08-06,22516.330997297544,6084.801738856395,36191.29356594394,22516.330997297544,22516.330997297544,-679.3559208082057,-679.3559208082057,-679.3559208082057,3563.2497467559047,3563.2497467559047,3563.2497467559047,-4242.60566756411,-4242.60566756411,-4242.60566756411,0.0,0.0,0.0,21836.97507648934
2010-08-08,22509.47604728915,-2101.870030753192,28866.60223049345,22509.47604728915,22509.47604728915,-9923.872339349282,-9923.872339349282,-9923.872339349282,-5950.734482131914,-5950.734482131914,-5950.734482131914,-3973.1378572173676,-3973.1378572173676,-3973.1378572173676,0.0,0.0,0.0,12585.603707939868
2010-08-09,22506.04857228495,9183.878526589515,38988.795820717234,22506.04857228495,22506.04857228495,1825.8228430642073,1825.8228430642073,1825.8228430642073,5637.336082784033,5637.336082784033,5637.336082784033,-3811.5132397198263,-3811.5132397198263,-3811.5132397198263,0.0,0.0,0.0,24331.87141534916
2010-08-10,22502.621097280757,12222.352782286822,41443.356001714455,22502.621097280757,22502.621097280757,4622.361111161428,4622.361111161428,4622.361111161428,8263.26856424303,8263.26856424303,8263.26856424303,-3640.9074530816006,-3640.9074530816006,-3640.9074530816006,0.0,0.0,0.0,27124.982208442183
2010-08-11,22499.193622276558,8103.352641016772,40485.446777102065,22499.193622276558,22499.193622276558,1895.5403436678541,1895.5403436678541,1895.5403436678541,5364.460058895851,5364.460058895851,5364.460058895851,-3468.919715227997,-3468.919715227997,-3468.919715227997,0.0,0.0,0.0,24394.73396594441
2010-08-12,22495.76614727236,16712.372553664874,48231.51325458572,22495.76614727236,22495.76614727236,9286.03598156484,9286.03598156484,9286.03598156484,12589.55740880109,12589.55740880109,12589.55740880109,-3303.52142723625,-3303.52142723625,-3303.52142723625,0.0,0.0,0.0,31781.8021288372
2010-08-13,22492.338672268164,7790.825317793879,38769.29417337491,22492.338672268164,22492.338672268164,410.5018057192456,410.5018057192456,410.5018057192456,3563.2497467402136,3563.2497467402136,3563.2497467402136,-3152.747941020967,-3152.747941020967,-3152.747941020967,0.0,0.0,0.0,22902.84047798741
2010-08-15,22485.483722259767,-1768.3718780314055,28597.369829687523,22485.483722259767,22485.483722259767,-8876.360085516859,-8876.360085516859,-8876.360085516859,-5950.734482159277,-5950.734482159277,-5950.734482159277,-2925.625603357584,-2925.625603357584,-2925.625603357584,0.0,0.0,0.0,13609.123636742908
2010-08-16,22482.056247255572,10406.837235546725,40840.69540029543,22482.056247255572,22482.056247255572,2774.524014816273,2774.524014816273,2774.524014816273,5637.336082804623,5637.336082804623,5637.336082804623,-2862.8120679883514,-2862.8120679883514,-2862.8120679883514,0.0,0.0,0.0,25256.580262071846
2010-08-17,22478.628772251373,12464.379305855466,43518.43382045791,22478.628772251373,22478.628772251373,5422.168482449468,5422.168482449468,5422.168482449468,8263.2685642279,8263.2685642279,8263.2685642279,-2841.100081778431,-2841.100081778431,-2841.100081778431,0.0,0.0,0.0,27900.79725470084
2010-08-18,22475.201297247175,8972.194963576,41199.7199137051,22475.201297247175,22475.201297247175,2500.2318192691578,2500.2318192691578,2500.2318192691578,5364.4600589122465,5364.4600589122465,5364.4600589122465,-2864.228239643089,-2864.228239643089,-2864.228239643089,0.0,0.0,0.0,24975.43311651633
2010-08-19,22471.773822242976,16186.836852253171,47768.23653331205,22471.773822242976,22471.773822242976,9655.259479508079,9655.259479508079,9655.259479508079,12589.557408793627,12589.557408793627,12589.557408793627,-2934.2979292855493,-2934.2979292855493,-2934.2979292855493,0.0,0.0,0.0,32127.033301751057
2010-08-20,22468.34634723878,7991.972588517766,40000.79915689456,22468.34634723878,22468.34634723878,511.6435576540014,511.6435576540014,511.6435576540014,3563.249746699656,3563.249746699656,3563.249746699656,-3051.606189045654,-3051.606189045654,-3051.606189045654,0.0,0.0,0.0,22979.989904892784
2010-08-22,22461.49139880512,-3060.9642211785267,28735.71468681259,22461.49139880512,22461.49139880512,-9370.222970916173,-9370.222970916173,-9370.222970916173,-5950.73448214168,-5950.73448214168,-5950.73448214168,-3419.4884887744943,-3419.4884887744943,-3419.4884887744943,0.0,0.0,0.0,13091.268427888946
2010-08-23,22458.063924588285,8318.875731734151,39671.9812092556,22458.063924588285,22458.063924588285,1976.4146789330914,1976.4146789330914,1976.4146789330914,5637.336082791038,5637.336082791038,5637.336082791038,-3660.9214038579466,-3660.9214038579466,-3660.9214038579466,0.0,0.0,0.0,24434.478603521376
2010-08-24,22454.636450371454,11041.637278621258,41408.17056450009,22454.636450371454,22454.636450371454,4331.875573693898,4331.875573693898,4331.875573693898,8263.268564212762,8263.268564212762,8263.268564212762,-3931.3929905188634,-3931.3929905188634,-3931.3929905188634,0.0,0.0,0.0,26786.512024065352
2010-08-25,22451.20897615462,8928.207192492539,39313.07867732433,22451.20897615462,22451.20897615462,1142.7474571568312,1142.7474571568312,1142.7474571568312,5364.460058928644,5364.460058928644,5364.460058928644,-4221.712601771813,-4221.712601771813,-4221.712601771813,0.0,0.0,0.0,23593.95643331145
2010-08-26,22447.781501937785,15972.286216354481,46723.86435567073,22447.781501937785,22447.781501937785,8068.423324565899,8068.423324565899,8068.423324565899,12589.557408820232,12589.557408820232,12589.557408820232,-4521.134084254332,-4521.134084254332,-4521.134084254332,0.0,0.0,0.0,30516.204826503683
2010-08-27,22444.354027720954,5383.987492645201,37271.68260762757,22444.354027720954,22444.354027720954,-1254.3579982352835,-1254.3579982352835,-1254.3579982352835,3563.249746767626,3563.249746767626,3563.249746767626,-4817.60774500291,-4817.60774500291,-4817.60774500291,0.0,0.0,0.0,21189.996029485672
2010-08-29,22437.499079287285,-3757.6510020979595,26494.667923292487,22437.499079287285,22437.499079287285,-11299.578287151868,-11299.578287151868,-11299.578287151868,-5950.734482124081,-5950.734482124081,-5950.734482124081,-5348.843805027786,-5348.843805027786,-5348.843805027786,0.0,0.0,0.0,11137.920792135417
2010-08-31,22430.64413085362,9804.458425476472,40965.4671085773,22430.64413085362,22430.64413085362,2557.9139295832397,2557.9139295832397,2557.9139295832397,8263.268564234195,8263.268564234195,8263.268564234195,-5705.354634650956,-5705.354634650956,-5705.354634650956,0.0,0.0,0.0,24988.55806043686
2010-09-01,22427.21665663679,5730.217054858628,37164.36835614859,22427.21665663679,22427.21665663679,-419.38520343064863,-419.38520343064863,-419.38520343064863,5364.460058884818,5364.460058884818,5364.460058884818,-5783.845262315466,-5783.845262315466,-5783.845262315466,0.0,0.0,0.0,22007.83145320614
2010-09-02,22423.789182419958,13947.138719147626,44368.0207310216,22423.789182419958,22423.789182419958,6810.639475398161,6810.639475398161,6810.639475398161,12589.557408812767,12589.557408812767,12589.557408812767,-5778.917933414605,-5778.917933414605,-5778.917933414605,0.0,0.0,0.0,29234.42865781812
2010-09-03,22420.361708203123,4807.8645415127385,37191.888044671585,22420.361708203123,22420.361708203123,-2116.181841370517,-2116.181841370517,-2116.181841370517,3563.24974672707,3563.24974672707,3563.24974672707,-5679.431588097586,-5679.431588097586,-5679.431588097586,0.0,0.0,0.0,20304.17986683261
2010-09-05,22413.506759769458,-3817.4760169509364,25954.767204116517,22413.506759769458,22413.506759769458,-11111.653332560902,-11111.653332560902,-11111.653332560902,-5950.734482106483,-5950.734482106483,-5950.734482106483,-5160.91885045442,-5160.91885045442,-5160.91885045442,0.0,0.0,0.0,11301.853427208556
2010-09-06,22410.079285552627,7563.182478121735,38368.070842330984,22410.079285552627,22410.079285552627,908.0876701445741,908.0876701445741,908.0876701445741,5637.3360827725455,5637.3360827725455,5637.3360827725455,-4729.248412627971,-4729.248412627971,-4729.248412627971,0.0,0.0,0.0,23318.1669556972
2010-09-07,22406.651811335792,13031.20370106603,43181.15039270462,22406.651811335792,22406.651811335792,4085.0317590158634,4085.0317590158634,4085.0317590158634,8263.268564201251,8263.268564201251,8263.268564201251,-4178.236805185387,-4178.236805185387,-4178.236805185387,0.0,0.0,0.0,26491.683570351655
2010-09-08,22403.224337118958,8350.646794767876,39352.397314464484,22403.224337118958,22403.224337118958,1856.5777892895792,1856.5777892895792,1856.5777892895792,5364.460058941603,5364.460058941603,5364.460058941603,-3507.8822696520238,-3507.8822696520238,-3507.8822696520238,0.0,0.0,0.0,24259.802126408536
2010-09-09,22399.796862902123,16342.563245193956,47397.88100910985,22399.796862902123,22399.796862902123,9868.612334116002,9868.612334116002,9868.612334116002,12589.557408805302,12589.557408805302,12589.557408805302,-2720.9450746893003,-2720.9450746893003,-2720.9450746893003,0.0,0.0,0.0,32268.409197018125
2010-09-10,22396.369388685293,8587.43454587434,39968.76695276491,22396.369388685293,22396.369388685293,1740.2833688324579,1740.2833688324579,1740.2833688324579,3563.249746711377,3563.249746711377,3563.249746711377,-1822.9663778789197,-1822.9663778789197,-1822.9663778789197,0.0,0.0,0.0,24136.65275751775
2010-09-12,22389.514440251627,2540.508727293032,31740.34873284399,22389.514440251627,22389.514440251627,-5680.2764138846915,-5680.2764138846915,-5680.2764138846915,-5950.734482133844,-5950.734482133844,-5950.734482133844,270.4580682491528,270.4580682491528,270.4580682491528,0.0,0.0,0.0,16709.238026366937
2010-09-13,22386.086966034796,13366.730216873084,44705.39698449554,22386.086966034796,22386.086966034796,7079.129486937445,7079.129486937445,7079.129486937445,5637.336082784459,5637.336082784459,5637.336082784459,1441.793404152986,1441.793404152986,1441.793404152986,0.0,0.0,0.0,29465.216452972243
2010-09-14,22382.65949475614,17698.224706471912,49775.41425071735,22382.65949475614,22382.65949475614,10939.691688822355,10939.691688822355,10939.691688822355,8263.26856424143,8263.26856424143,8263.26856424143,2676.423124580924,2676.423124580924,2676.423124580924,0.0,0.0,0.0,33322.351183578496
2010-09-15,22379.23202347748,17571.58843842059,47412.08287970887,22379.23202347748,22379.23202347748,9321.648021447067,9321.648021447067,9321.648021447067,5364.460058917612,5364.460058917612,5364.460058917612,3957.187962529456,3957.187962529456,3957.187962529456,0.0,0.0,0.0,31700.880044924546
2010-09-16,22375.804552198824,25953.27377780961,55835.995267360566,22375.804552198824,22375.804552198824,17855.08202799248,17855.08202799248,17855.08202799248,12589.557408797837,12589.557408797837,12589.557408797837,5265.5246191946435,5265.5246191946435,5265.5246191946435,0.0,0.0,0.0,40230.886580191305
2010-09-17,22372.377080920167,16397.0224912399,48055.02117007427,22372.377080920167,22372.377080920167,10145.142673367554,10145.142673367554,10145.142673367554,3563.2497467296175,3563.2497467296175,3563.2497467296175,6581.8929266379355,6581.8929266379355,6581.8929266379355,0.0,0.0,0.0,32517.51975428772
2010-09-19,22365.522138362852,10314.813155901335,39970.05621087012,22365.522138362852,22365.522138362852,3207.7161052660103,3207.7161052660103,3207.7161052660103,-5950.734482125626,-5950.734482125626,-5950.734482125626,9158.450587391635,9158.450587391635,9158.450587391635,0.0,0.0,0.0,25573.23824362886
2010-09-20,22362.094667084195,22923.924419802235,53767.24576745128,22362.094667084195,22362.094667084195,16016.22243749263,16016.22243749263,16016.22243749263,5637.336082796371,5637.336082796371,5637.336082796371,10378.88635469626,10378.88635469626,10378.88635469626,0.0,0.0,0.0,38378.317104576825
2010-09-21,22358.667195805538,26912.222384500026,56666.16702917546,22358.667195805538,22358.667195805538,19792.076781571166,19792.076781571166,19792.076781571166,8263.268564189733,8263.268564189733,8263.268564189733,11528.808217381433,11528.808217381433,11528.808217381433,0.0,0.0,0.0,42150.743977376704
2010-09-22,22355.23972452688,24964.952024523205,56130.10310219217,22355.23972452688,22355.23972452688,17955.321424659567,17955.321424659567,17955.321424659567,5364.460058873785,5364.460058873785,5364.460058873785,12590.861365785782,12590.861365785782,12590.861365785782,0.0,0.0,0.0,40310.56114918645
2010-09-23,22351.812253248223,33205.62609793293,63383.47077259679,22351.812253248223,22351.812253248223,26139.052167508355,26139.052167508355,26139.052167508355,12589.55740882444,12589.55740882444,12589.55740882444,13549.494758683919,13549.494758683919,13549.494758683919,0.0,0.0,0.0,48490.86442075658
2010-09-24,22348.38478196957,25733.839660068927,56603.399199307285,22348.38478196957,22348.38478196957,17954.59162134291,17954.59162134291,17954.59162134291,3563.2497467975877,3563.2497467975877,3563.2497467975877,14391.34187454532,14391.34187454532,14391.34187454532,0.0,0.0,0.0,40302.97640331248
2010-09-26,22341.52983941225,16898.03014442836,48664.11561708199,22341.52983941225,22341.52983941225,9733.290989465855,9733.290989465855,9733.290989465855,-5950.734482098646,-5950.734482098646,-5950.734482098646,15684.025471564502,15684.025471564502,15684.025471564502,0.0,0.0,0.0,32074.820828878106
2010-09-27,22338.102368133594,28541.600114285447,59600.46916046518,22338.102368133594,22338.102368133594,21758.994141011524,21758.994141011524,21758.994141011524,5637.336082808283,5637.336082808283,5637.336082808283,16121.65805820324,16121.65805820324,16121.65805820324,0.0,0.0,0.0,44097.09650914512
2010-09-28,22334.674896854936,31599.56333503168,62569.86636515789,22334.674896854936,22334.674896854936,24679.67018448393,24679.67018448393,24679.67018448393,8263.268564229915,8263.268564229915,8263.268564229915,16416.401620254015,16416.401620254015,16416.401620254015,0.0,0.0,0.0,47014.34508133886
2010-09-29,22331.24742557628,28563.274764328326,58579.455162174054,22331.24742557628,22331.24742557628,21933.78540783595,21933.78540783595,21933.78540783595,5364.460058890183,5364.460058890183,5364.460058890183,16569.325348945764,16569.325348945764,16569.325348945764,0.0,0.0,0.0,44265.03283341223
2010-09-30,22327.819954297625,37288.02886828462,67050.75436380137,22327.819954297625,22327.819954297625,29174.12150638747,29174.12150638747,29174.12150638747,12589.557408780764,12589.557408780764,12589.557408780764,16584.564097606708,16584.564097606708,16584.564097606708,0.0,0.0,0.0,51501.94146068509
2010-10-01,22324.392483018968,26251.812268558013,56844.61811752882,22324.392483018968,22324.392483018968,20032.44234365687,20032.44234365687,20032.44234365687,3563.2497467818966,3563.2497467818966,3563.2497467818966,16469.19259687497,16469.19259687497,16469.19259687497,0.0,0.0,0.0,42356.83482667584
2010-10-03,22317.537540461653,15864.451459773549,46737.081413112115,22317.537540461653,22317.537540461653,9937.60198879749,9937.60198879749,9937.60198879749,-5950.734482126008,-5950.734482126008,-5950.734482126008,15888.3364709235,15888.3364709235,15888.3364709235,0.0,0.0,0.0,32255.139529259144
2010-10-04,22314.110069182996,29121.852582035393,59520.56913658557,22314.110069182996,22314.110069182996,21086.877395317766,21086.877395317766,21086.877395317766,5637.336082777877,5637.336082777877,5637.336082777877,15449.54131253989,15449.54131253989,15449.54131253989,0.0,0.0,0.0,43400.987464500766
2010-10-05,22310.68259790434,30526.016506797743,60730.358633489086,22310.68259790434,22310.68259790434,23196.06084870377,23196.06084870377,23196.06084870377,8263.268564214783,8263.268564214783,8263.268564214783,14932.79228448899,14932.79228448899,14932.79228448899,0.0,0.0,0.0,45506.74344660811
2010-10-06,22307.255126625678,27694.67113469456,57472.38672249017,22307.255126625678,22307.255126625678,19720.0168242998,19720.0168242998,19720.0168242998,5364.460058866191,5364.460058866191,5364.460058866191,14355.556765433608,14355.556765433608,14355.556765433608,0.0,0.0,0.0,42027.27195092548
2010-10-07,22303.827660441206,33159.42281890263,62819.51206292778,22303.827660441206,22303.827660441206,26325.71239310844,26325.71239310844,26325.71239310844,12589.557408809513,12589.557408809513,12589.557408809513,13736.154984298926,13736.154984298926,13736.154984298926,0.0,0.0,0.0,48629.540053549645
2010-10-08,22300.40019425673,23671.702569060133,55144.821550728724,22300.40019425673,22300.40019425673,16656.53192821872,16656.53192821872,16656.53192821872,3563.249746825002,3563.249746825002,3563.249746825002,13093.282181393713,13093.282181393713,13093.282181393713,0.0,0.0,0.0,38956.93212247545
