StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders,AveragePrice,ABC_Class,MovementCategory
22790,"MIRROR, ARCHED GEORGIAN",200,3884.000000000001,1,19.42,A,Medium Moving
20677,PINK SPOTTY BOWL,3325,3882.65,266,1.238037037037037,A,Fast Moving
20979,36 PENCILS TUBE RED SPOTTY,3225,3882.29,202,1.243480392156863,A,Fast Moving
23144,ZINC T-LIGHT HOLDER STARS SMALL,4894,3879.98,237,0.8369747899159663,A,Fast Moving
23340,VINTAGE CHRISTMAS CAKE FRILL,2453,3879.45,122,1.645121951219512,A,Fast Moving
23486,ANTIQUE HEART SHELF UNIT,267,3879.15,68,16.44705882352941,A,Medium Moving
21844,RETRO SPOT MUG,1396,3878.2,125,2.902,A,Medium Moving
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2693,3876.97,264,1.477781954887218,A,Fast Moving
22548,HEADS AND TAILS SPORTING FUN,3315,3873.1,375,1.2533419689119172,A,Fast Moving
23557,LANDMARK FRAME BAKER STREET ,347,3867.85,29,12.39310344827586,A,Medium Moving
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1478,3862.88,189,4.146631578947368,A,Medium Moving
23255,CHILDRENS CUTLERY CIRCUS PARADE,962,3852.44,143,4.164965034965035,A,Medium Moving
46000M,POLYESTER FILLER PAD 45x45cm,2485,3851.75,342,1.55,A,Fast Moving
20961,STRAWBERRY BATH SPONGE ,3138,3850.66,314,1.274245283018868,A,Fast Moving
21987,PACK OF 6 SKULL PAPER CUPS,6320,3848.8,347,0.6476338028169014,A,Fast Moving
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1072,3842.84,245,3.76930612244898,A,Medium Moving
21901,"KEY FOB , BACK DOOR ",6014,3833.42,575,0.6605387205387205,A,Fast Moving
21153,RED SPOTTY TABLECLOTH ,370,3832.5,123,10.632439024390244,A,Medium Moving
21523,FANCY FONT HOME SWEET HOME DOORMAT,622,3822.5,128,6.4125,A,Medium Moving
21143,ANTIQUE GLASS HEART DECORATION ,2003,3819.45,152,1.944267515923567,A,Fast Moving
21068,VINTAGE BILLBOARD LOVE/HATE MUG,3901,3817.23,257,1.1899615384615383,A,Fast Moving
22896,PEG BAG APPLES DESIGN,1586,3813.67,263,2.5858867924528304,A,Medium Moving
21244,BLUE POLKADOT PLATE ,2395,3805.63,184,1.6758064516129032,A,Fast Moving
21539,RETRO SPOTS BUTTER DISH,830,3793.5,147,4.88,A,Medium Moving
22600,CHRISTMAS RETROSPOT STAR WOOD,4594,3793.36,345,0.8652285714285713,A,Fast Moving
71038,WHITE HANGING BEADS CANDLE HOLDER,717,3789.25,144,5.411379310344827,A,Medium Moving
22747,POPPY'S PLAYHOUSE BATHROOM,1870,3789.0,327,2.0954682779456197,A,Fast Moving
51014A,"FEATHER PEN,HOT PINK",6048,3787.76,247,0.6347368421052632,A,Fast Moving
21524,SPOTTY  HOME SWEET HOME DOORMAT,650,3785.5,108,6.6,A,Medium Moving
23205,CHARLOTTE BAG VINTAGE ALPHABET ,4750,3784.52,323,0.8527999999999999,A,Fast Moving
22530,MAGIC DRAWING SLATE DOLLY GIRL ,9438,3781.8,371,0.416498673740053,A,Fast Moving
22639,SET OF 4 NAPKIN CHARMS HEARTS,1598,3776.22,248,2.5017716535433068,A,Medium Moving
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1023,3771.09,272,3.7434420289855073,A,Medium Moving
23283,DOORMAT VINTAGE LEAF,541,3766.57,121,8.092231404958678,A,Medium Moving
23012,GLASS APOTHECARY BOTTLE PERFUME,1014,3763.64,198,3.8817,A,Medium Moving
23050,RECYCLED ACAPULCO MAT GREEN,459,3763.55,176,8.240909090909092,A,Medium Moving
23306,SET OF 36 DOILIES PANTRY DESIGN,2653,3761.92,195,1.454438775510204,A,Fast Moving
22892,SET OF SALT AND PEPPER TOADSTOOLS,3084,3759.24,248,1.2446370967741935,A,Fast Moving
21679,SKULLS  STICKERS,4691,3756.47,268,0.8471003717472119,A,Fast Moving
22926,IVORY GIANT GARDEN THERMOMETER,649,3753.55,201,5.935148514851486,A,Medium Moving
23193,BUFFALO BILL TREASURE BOOK BOX,1847,3750.57,137,2.265912408759124,A,Fast Moving
23184,BULL DOG BOTTLE OPENER,778,3749.5,197,5.097939698492462,A,Medium Moving
23534,WALL ART STOP FOR TEA ,688,3748.18,153,5.909285714285714,A,Medium Moving
22573,STAR WOODEN CHRISTMAS DECORATION,4502,3739.34,290,0.8800680272108844,A,Fast Moving
21955,UNION JACK GUNS & ROSES  DOORMAT,747,3737.45,87,6.29655172413793,A,Medium Moving
22736,RIBBON REEL MAKING SNOWMEN ,2274,3735.26,293,1.6875593220338982,A,Fast Moving
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1914,3734.04,237,2.076182572614108,A,Fast Moving
20963,APPLE BATH SPONGE,3038,3729.29,293,1.2799328859060404,A,Fast Moving
22782,SET 3 WICKER STORAGE BASKETS ,254,3712.3,84,19.985714285714284,A,Medium Moving
22797,CHEST OF DRAWERS GINGHAM HEART ,222,3711.24,125,16.984719999999996,A,Medium Moving
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1003,3709.63,189,3.7835449735449735,A,Medium Moving
21714,CITRONELLA CANDLE GARDEN POT,3357,3707.37,322,1.2383024691358024,A,Fast Moving
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2415,3703.95,232,1.6381856540084387,A,Fast Moving
21810,CHRISTMAS HANGING STAR WITH BELL,6281,3698.65,241,0.7628015564202334,A,Fast Moving
23309,SET OF 60 I LOVE LONDON CAKE CASES ,7670,3697.7,294,0.5688925081433225,A,Fast Moving
21495,SKULLS AND CROSSBONES WRAP,9065,3695.3,267,0.4179775280898876,A,Fast Moving
23351,ROLL WRAP 50'S CHRISTMAS,3054,3694.02,271,1.2438909090909092,A,Fast Moving
20981,12 PENCILS TALL TUBE WOODLAND,4431,3691.47,427,0.8490909090909091,A,Fast Moving
21034,REX CASH+CARRY JUMBO SHOPPER,3884,3689.8,1857,0.95,A,Fast Moving
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,900,3689.28,169,4.2798823529411765,A,Medium Moving
21470,FLOWER VINE RAFFIA FOOD COVER,1011,3687.18,266,3.782453531598513,A,Medium Moving
22723,SET OF 6 HERB TINS SKETCHBOOK,1054,3686.14,235,3.7472268907563024,A,Medium Moving
22272,FELTCRAFT DOLL MARIA,1343,3684.91,276,2.932,A,Medium Moving
84950,ASSORTED COLOUR T-LIGHT HOLDER,5610,3677.14,221,0.7336486486486486,A,Fast Moving
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1947,3675.55,211,2.657511737089202,A,Fast Moving
23110,PARISIENNE KEY CABINET ,662,3673.7,219,5.713636363636364,A,Medium Moving
21472,LADYBIRD + BEE RAFFIA FOOD COVER,999,3669.45,235,3.743248945147679,A,Medium Moving
85053,FRENCH ENAMEL CANDLEHOLDER,1845,3667.29,277,2.12565371024735,A,Fast Moving
22284,HEN HOUSE DECORATION,2341,3665.25,233,1.6464285714285714,A,Fast Moving
22594,CHRISTMAS GINGHAM TREE,4354,3661.12,290,0.8803780068728523,A,Fast Moving
22980,PANTRY SCRUBBING BRUSH,2286,3656.94,242,1.674590163934426,A,Fast Moving
21494,ROTATING LEAVES T-LIGHT HOLDER,2813,3655.28,241,1.4743724696356275,A,Fast Moving
22823,CHEST NATURAL WOOD 20 DRAWERS,32,3655.0,18,117.5,A,Slow Moving
47580,TEA TIME DES TEA COSY,1533,3651.91,263,2.542142857142857,A,Medium Moving
20675,BLUE POLKADOT BOWL,3116,3649.97,275,1.2427338129496404,A,Fast Moving
21238,RED SPOTTY CUP,4473,3649.17,360,0.8453698630136987,A,Fast Moving
21592,RETRO SPOT  CIGAR BOX MATCHES ,3101,3648.25,187,1.2429629629629628,A,Fast Moving
21795,SET OF 3 BLUE STRIPE BASKET,436,3632.97,76,12.6725,A,Medium Moving
22359,GLASS JAR KINGS CHOICE,1185,3631.87,147,2.96265306122449,A,Medium Moving
85049C,ROMANTIC PINKS RIBBONS ,2927,3630.32,459,1.2517735042735043,A,Fast Moving
22830,UTILTY CABINET WITH HOOKS,178,3623.2,16,24.37625,A,Medium Moving
21064,BOOM BOX SPEAKER BOYS,721,3620.65,103,5.382075471698113,A,Medium Moving
23064,CINDERELLA CHANDELIER ,220,3617.6,22,43.01136363636363,A,Medium Moving
21243,PINK  POLKADOT PLATE ,2282,3614.66,172,1.6747398843930636,A,Fast Moving
22544,MINI JIGSAW SPACEBOY,9209,3613.4,261,0.4150381679389313,A,Fast Moving
22788,BROCANTE COAT RACK,459,3609.95,68,9.79279411764706,A,Medium Moving
21911,GARDEN METAL SIGN ,2374,3609.9,256,1.6453307392996108,A,Fast Moving
21244,BLUE  SPOTTY PLATE ,2272,3609.28,179,1.6780662983425416,A,Fast Moving
21899,"KEY FOB , GARAGE DESIGN",5785,3601.73,408,0.6482692307692308,A,Fast Moving
22458,CAST IRON HOOK GARDEN FORK,1487,3599.61,151,2.5394039735099336,A,Medium Moving
22843,BISCUIT TIN VINTAGE GREEN,573,3591.73,161,6.695889570552148,A,Medium Moving
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,2949,3590.06,182,1.2572340425531916,A,Fast Moving
21913,VINTAGE SEASIDE JIGSAW PUZZLES,988,3590.02,204,3.7739024390243903,A,Medium Moving
20754,RETROSPOT RED WASHING UP GLOVES,1804,3581.76,341,2.0916811594202898,A,Medium Moving
22398,MAGNETS PACK OF 4 SWALLOWS,4186,3573.95,394,0.8960598503740648,A,Fast Moving
23049,RECYCLED ACAPULCO MAT RED,435,3572.75,169,8.24526627218935,A,Medium Moving
23092,LARGE ANTIQUE WHITE PHOTO FRAME,507,3568.26,125,7.80144,A,Medium Moving
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",4371,3563.55,273,0.8435611510791367,A,Fast Moving
21042,RED RETROSPOT APRON ,637,3556.15,159,5.934049079754601,A,Medium Moving
35924,HANGING FAIRY CAKE DECORATION,2003,3554.4,100,2.0211538461538465,A,Fast Moving
22704,WRAP RED APPLES ,8650,3553.0,293,0.4189078498293515,A,Fast Moving
23299,FOOD COVER WITH BEADS SET 2 ,977,3545.17,121,3.793471074380165,A,Medium Moving
84598,BOYS ALPHABET IRON ON PATCHES,18241,3542.61,41,0.2060975609756097,A,Fast Moving
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",1919,3533.2499999999995,141,1.9308510638297876,A,Fast Moving
20750, RED/WHITE DOT MINI CASES,478,3528.18,138,7.811,A,Medium Moving
21181,PLEASE ONE PERSON  METAL SIGN,1787,3524.7000000000003,150,2.0768211920529804,A,Medium Moving
22125,UNION JACK HOT WATER BOTTLE ,608,3514.6000000000004,157,5.925460122699387,A,Medium Moving
22497,SET OF 2 TINS VINTAGE BATHROOM ,838,3511.5,205,4.245145631067961,A,Medium Moving
22080,RIBBON REEL SPOTS DESIGN ,2157,3509.05,244,1.647560975609756,A,Fast Moving
23236,STORAGE TIN VINTAGE DOILY ,1235,3502.15,158,2.9887500000000005,A,Medium Moving
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1429,3498.15,217,2.537671232876712,A,Medium Moving
70006,LOVE HEART POCKET WARMER,4184,3495.5,171,1.4014772727272726,A,Fast Moving
23089,GLASS BON BON JAR,2135,3495.27,134,1.775839416058394,A,Fast Moving
21499,BLUE POLKADOT WRAP,8675,3493.5,262,0.4162595419847328,A,Fast Moving
22744,MAKE YOUR OWN MONSOON CARD KIT,1391,3489.49,254,2.7963320463320462,A,Medium Moving
22057,CERAMIC PLATE STRAWBERRY DESIGN,2903,3484.35,173,1.3855491329479768,A,Fast Moving
71477,COLOURED GLASS STAR T-LIGHT HOLDER,996,3474.88,42,3.98139534883721,A,Medium Moving
23081,GREEN METAL BOX ARMY SUPPLIES,437,3474.39,111,8.34018018018018,A,Medium Moving
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,1284,3474.14,174,2.960285714285714,A,Medium Moving
22118,JOY WOODEN BLOCK LETTERS,765,3466.03,243,4.730564516129032,A,Medium Moving
23111,PARISIENNE SEWING BOX,296,3464.8,124,12.2816,A,Medium Moving
22334,DINOSAUR PARTY BAG + STICKER SET,2196,3460.24,246,1.64856,A,Fast Moving
23349,ROLL WRAP VINTAGE CHRISTMAS,2847,3450.39,246,1.245,B,Fast Moving
84558A,3D DOG PICTURE PLAYING CARDS,1207,3445.4500000000003,169,2.947701149425287,B,Medium Moving
23085,ANTIQUE SILVER BAUBLE LAMP  ,369,3437.7000000000003,72,10.069230769230767,B,Medium Moving
23112,PARISIENNE CURIO CABINET,471,3437.3,183,7.453551912568306,B,Medium Moving
85206A,CREAM FELT EASTER EGG BASKET,2148,3436.2,283,1.642334494773519,B,Fast Moving
21992,VINTAGE PAISLEY STATIONERY SET,2064,3436.04,308,1.9305414012738853,B,Fast Moving
23130,MISTLETOE HEART WREATH GREEN,838,3435.62,162,4.239876543209877,B,Medium Moving
20692,FLORAL ELEPHANT SOFT TOY,879,3434.25,116,4.177966101694915,B,Medium Moving
21743,STAR PORTABLE TABLE LIGHT ,1229,3433.55,139,2.924647887323944,B,Medium Moving
23497,CLASSIC CHROME BICYCLE BELL ,2451,3431.35,170,1.4393142857142858,B,Fast Moving
84968B,S/16 VINTAGE IVORY CUTLERY,276,3420.0,76,12.702631578947368,B,Medium Moving
23194,GYMKHANA TREASURE BOOK BOX,1630,3417.83,156,2.2552201257861637,B,Medium Moving
23535,WALL ART BICYCLE SAFETY,644,3412.52,120,5.89611570247934,B,Medium Moving
21041,RED SPOTTY OVEN GLOVE DOUBLE,1232,3408.4,130,2.9349624060150377,B,Medium Moving
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,8455,3396.07,498,0.4177955911823647,B,Fast Moving
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2099,3393.35,240,1.6760162601626014,B,Fast Moving
22320,BIRDS MOBILE VINTAGE DESIGN,578,3390.46,169,6.0083431952662725,B,Medium Moving
22602,CHRISTMAS RETROSPOT HEART WOOD,4217,3384.77,241,0.8442570281124498,B,Fast Moving
20748,KENSINGTON COFFEE SET,359,3371.25,114,12.162280701754383,B,Medium Moving
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",181,3362.57,24,23.5275,B,Medium Moving
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",4216,3360.0,262,0.8425572519083969,B,Fast Moving
84508A,CAMOFLAGE DESIGN TEDDY,1584,3358.8,42,2.4244186046511627,B,Medium Moving
21717,EASTER TIN BUCKET,1405,3355.95,143,2.505944055944056,B,Medium Moving
21238,RED RETROSPOT CUP,4175,3355.05,340,0.8473546511627907,B,Fast Moving
22425,ENAMEL COLANDER CREAM,692,3352.01,240,4.953360995850622,B,Medium Moving
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2076,3348.6,177,1.6455801104972374,B,Fast Moving
22047,EMPIRE GIFT WRAP,8225,3340.5,260,0.4179230769230769,B,Fast Moving
48197,DOOR MAT BIRD ON THE WIRE,562,3337.8,121,7.03404958677686,B,Medium Moving
23294,SET OF 6 SNACK LOAF BAKING CASES,4264,3336.94,291,0.8247796610169491,B,Fast Moving
22478,BIRDHOUSE GARDEN MARKER ,2537,3336.85,216,1.2521296296296296,B,Fast Moving
23552,BICYCLE PUNCTURE REPAIR KIT ,1730,3336.7200000000003,103,2.062181818181818,B,Medium Moving
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1309,3334.51,263,2.8716296296296298,B,Medium Moving
47505,MINATURE COLOURED GARDENING SET,716,3331.7000000000003,160,4.848456790123457,B,Medium Moving
22777,GLASS CLOCHE LARGE,420,3324.3500000000004,75,8.386666666666667,B,Medium Moving
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,815,3320.31,137,4.215179856115108,B,Medium Moving
23189,SET OF 12 FORK CANDLES,1215,3319.35,113,2.858421052631579,B,Medium Moving
22314,OFFICE MUG WARMER CHOC+BLUE,1020,3315.5400000000004,180,3.553567567567568,B,Medium Moving
23210,WHITE ROCKING HORSE HAND PAINTED,2750,3311.5,154,1.2435975609756096,B,Fast Moving
22445,PENCIL CASE LIFE IS BEAUTIFUL,1138,3311.3,208,2.9947706422018348,B,Medium Moving
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,5484,3304.59,509,0.701937984496124,B,Fast Moving
21067,VINTAGE RED TEATIME MUG,4517,3302.7200000000003,180,1.093756906077348,B,Fast Moving
23571,TRADITIONAL NAUGHTS & CROSSES,2018,3300.9,216,1.6490950226244343,B,Fast Moving
21500,PINK POLKADOT WRAP ,8125,3298.5,260,0.4165384615384615,B,Fast Moving
23156,SET OF 5 MINI GROCERY MAGNETS,1631,3297.2200000000003,184,2.0946236559139786,B,Medium Moving
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1534,3293.7,159,2.5075,B,Medium Moving
22962,JAM JAR WITH PINK LID,4141,3293.65,257,0.8439534883720929,B,Fast Moving
21787,RAIN PONCHO WITH RED SPOTS,4462,3288.7,118,0.8281512605042016,B,Fast Moving
21556,CERAMIC STRAWBERRY MONEY BOX,1370,3281.1,174,2.5381355932203387,B,Medium Moving
23091,ZINC HERB GARDEN CONTAINER,535,3279.82,187,6.293191489361702,B,Medium Moving
22536,MAGIC DRAWING SLATE PURDEY,8378,3265.56,313,0.4161801242236024,B,Fast Moving
23009,I LOVE LONDON BABY GIFT SET,209,3262.55,61,16.425409836065572,B,Medium Moving
22807,SET OF 6 T-LIGHTS TOADSTOOLS,1192,3257.0400000000004,183,2.850744680851064,B,Medium Moving
23332,IVORY WICKER HEART LARGE,1979,3255.75,267,1.6485507246376812,B,Fast Moving
22778,GLASS CLOCHE SMALL,890,3255.66,143,3.886107382550336,B,Medium Moving
21902,"KEY FOB , FRONT  DOOR ",5225,3244.59,408,0.6598584905660378,B,Fast Moving
22603,CHRISTMAS RETROSPOT TREE WOOD,3949,3239.65,301,0.8647249190938511,B,Fast Moving
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,1402,3236.7,153,2.521153846153846,B,Medium Moving
22355,"CHARLOTTE BAG , SUKI DESIGN",4072,3233.7,234,0.8366666666666667,B,Fast Moving
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,198,3232.1,118,16.72966101694915,B,Medium Moving
20983,12 PENCILS TALL TUBE RED RETROSPOT,3807,3229.71,336,0.8496275071633237,B,Fast Moving
84580,MOUSE TOY WITH PINK T-SHIRT,860,3228.8,312,3.755956112852665,B,Medium Moving
21794,CLASSIC FRENCH STYLE BASKET NATURAL,677,3226.87,152,5.299144736842106,B,Medium Moving
21917,SET 12 KIDS  WHITE CHALK STICKS,7892,3226.38,381,0.4230129870129869,B,Fast Moving
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1159,3224.65,131,2.9286259541984734,B,Medium Moving
22440,BALLOON WATER BOMB PACK OF 35,8296,3224.52,258,0.41796992481203,B,Fast Moving
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,1371,3215.25,154,2.526923076923077,B,Medium Moving
22352,LUNCHBOX WITH CUTLERY RETROSPOT ,1359,3214.35,191,2.468814432989691,B,Medium Moving
22461,SAVOY ART DECO CLOCK,394,3214.3,130,10.863846153846154,B,Medium Moving
23013,GLASS APOTHECARY BOTTLE TONIC,865,3211.09,180,3.885580110497238,B,Medium Moving
22765,NEWSPAPER STAND,300,3210.3,42,14.471666666666666,B,Medium Moving
21732,RED HANGING METAL STAR TLIGHT HLDR,923,3199.17,56,3.681724137931034,B,Medium Moving
22769,CHALKBOARD KITCHEN ORGANISER,164,3198.8,35,24.290285714285712,B,Medium Moving
22589,CARDHOLDER GINGHAM STAR,1225,3197.39,197,2.724321608040201,B,Medium Moving
20675,BLUE SPOTTY BOWL,2700,3197.16,258,1.2411969111969112,B,Fast Moving
23230,WRAP ALPHABET DESIGN,7925,3196.5,232,0.4173275862068965,B,Fast Moving
21349,IVY HEART WREATH,492,3193.0,127,6.7,B,Medium Moving
21211,SET OF 72 SKULL PAPER  DOILIES,2321,3192.65,184,1.4456756756756757,B,Fast Moving
21112,"SWISS ROLL TOWEL, PINK  SPOTS",1411,3190.4500000000003,101,2.7137254901960786,B,Medium Moving
22312,OFFICE MUG WARMER POLKADOT,995,3186.7900000000004,188,3.4635449735449737,B,Medium Moving
23426,METAL SIGN DROP YOUR PANTS,1230,3186.78,171,2.854450867052023,B,Medium Moving
20966,SANDWICH BATH SPONGE,2576,3182.0,232,1.2491949152542372,B,Fast Moving
20702,PINK PADDED MOBILE,758,3178.0,237,4.235416666666667,B,Medium Moving
21584,RETRO SPOT SMALL TUBE MATCHES,2001,3176.85,128,1.6469696969696968,B,Fast Moving
21845,DAIRY MAID STRIPE MUG,2419,3176.05,144,1.8861111111111115,B,Fast Moving
21993,FLORAL FOLK STATIONERY SET,2051,3171.4,282,1.8304210526315787,B,Fast Moving
23127,FELTCRAFT GIRL NICOLE KIT,645,3169.79,170,4.97,B,Medium Moving
22822,CREAM WALL PLANTER HEART SHAPED,562,3169.41,168,5.93526627218935,B,Medium Moving
22459,CAST IRON HOOK GARDEN TROWEL,1336,3164.96,148,2.5354,B,Medium Moving
20886,BOX OF 9 PEBBLE CANDLES,1686,3161.4,244,1.937951807228916,B,Medium Moving
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,6566,3161.14,457,0.5830543933054393,B,Fast Moving
84356,POMPOM CURTAIN,660,3155.0,94,6.056382978723405,B,Medium Moving
23350,ROLL WRAP VINTAGE SPOT ,2584,3154.4,246,1.2466666666666668,B,Fast Moving
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,3952,3151.2,246,0.8410162601626016,B,Fast Moving
21469,POLKA DOT RAFFIA FOOD COVER,1091,3148.16,176,3.681306818181818,B,Medium Moving
23239,SET OF 4 KNICK KNACK TINS POPPIES,812,3142.4,155,3.90506329113924,B,Medium Moving
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2612,3141.88,120,1.2390983606557375,B,Fast Moving
23388,WOODLAND MINI BACKPACK,784,3133.6000000000004,133,4.137969924812031,B,Medium Moving
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1905,3131.09,314,1.6724924012158056,B,Fast Moving
22059,CERAMIC STRWBERRY DESIGN MUG,2269,3130.25,166,1.4749142857142858,B,Fast Moving
22700,BLACK AND WHITE DOG BOWL,1377,3114.27,92,2.640217391304348,B,Medium Moving
21054,NURSE'S BAG SOFT TOY,350,3112.5,163,8.94390243902439,B,Medium Moving
21500,PINK SPOTS  WRAP ,7725,3102.5,229,0.4161572052401746,B,Fast Moving
79323GR,GREEN CHERRY LIGHTS,524,3100.2000000000003,76,6.493421052631579,B,Medium Moving
22494,EMERGENCY FIRST AID TIN ,2502,3099.4,294,1.2888215488215486,B,Fast Moving
22702,BLACK AND WHITE CAT BOWL,1573,3097.8,82,1.9385542168674696,B,Medium Moving
21154,RED SPOTTY OVEN GLOVE ,2556,3095.44,249,1.2470196078431373,B,Fast Moving
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,5955,3091.61,305,0.5637820512820513,B,Fast Moving
22902,TOTE BAG I LOVE LONDON,1610,3091.54,140,2.059577464788733,B,Medium Moving
20992,JAZZ HEARTS PURSE NOTEBOOK,6030,3069.62,377,0.5896455696202532,B,Fast Moving
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3726,3068.82,253,0.8295719844357976,B,Fast Moving
22059,CERAMIC STRAWBERRY DESIGN MUG,2534,3064.38,199,1.3533492822966509,B,Fast Moving
21830,ASSORTED CREEPY CRAWLIES,7387,3059.95,225,0.4261674008810572,B,Fast Moving
21986,PACK OF 12 PINK SPOT TISSUES ,8151,3058.93,155,0.2922929936305732,B,Fast Moving
21466,RED FLOWER CROCHET FOOD COVER,823,3057.89,240,3.798298755186722,B,Medium Moving
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,7504,3053.76,332,0.4196439169139465,B,Fast Moving
22475,SKULL DESIGN TV DINNER TRAY,690,3052.9,200,4.7642364532019705,B,Medium Moving
22122,SET OF 2 FANCY FONT TEA TOWELS,1053,3042.3500000000004,156,2.9475155279503107,B,Medium Moving
84975,HEART SHAPED MIRROR,1923,3041.07,167,1.6757988165680473,B,Fast Moving
21179,NO JUNK MAIL METAL SIGN,4039,3040.07,359,0.982907608695652,B,Fast Moving
23168,CLASSIC CAFE SUGAR DISPENSER,2633,3037.1,208,1.2297619047619048,B,Fast Moving
21588,RETRO SPOT GIANT  TUBE MATCHES,1295,3034.9500000000003,102,2.5240384615384617,B,Medium Moving
23342,MINT DINER WALL CLOCK,363,3034.5,154,8.483441558441559,B,Medium Moving
21364,PEACE SMALL WOOD LETTERS,439,3031.65,144,6.752638888888889,B,Medium Moving
22076,6 RIBBONS EMPIRE  ,2100,3030.42,240,1.5456378600823044,B,Fast Moving
37410,BLACK AND WHITE PAISLEY FLOWER MUG,25685,3019.57,18,1.045,B,Fast Moving
21351,CINAMMON & ORANGE WREATH,986,3018.7,135,5.231751824817518,B,Medium Moving
23253,16 PIECE CUTLERY SET PANTRY DESIGN,210,3018.3,46,15.65,B,Medium Moving
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",768,3015.6,62,4.648387096774194,B,Medium Moving
37501,TEA TIME TEA SET IN GIFT BOX,436,3006.2000000000003,146,6.943150684931507,B,Medium Moving
22863,SOAP DISH BROCANTE,1070,3002.9,148,2.928523489932886,B,Medium Moving
85232D,SET/3 DECOUPAGE STACKING TINS,633,2998.95,175,4.926,B,Medium Moving
22732,3D VINTAGE CHRISTMAS STICKERS ,2407,2995.59,205,1.3051674641148323,B,Fast Moving
22862,LOVE HEART NAPKIN BOX ,708,2993.0,184,4.247326203208556,B,Medium Moving
20681,PINK SPOTTY CHILDS UMBRELLA,949,2991.25,175,3.238636363636364,B,Medium Moving
22136,LOVE HEART SOCK HANGER,1882,2990.1,191,1.643877551020408,B,Fast Moving
22366,DOOR MAT AIRMAIL ,427,2988.53,114,7.327017543859648,B,Medium Moving
23065,LARGE DECO JEWELLERY STAND,246,2977.8,88,12.46931818181818,B,Medium Moving
21936,RED/WHITE SPOT PICNIC BAG,1091,2974.45,82,2.911904761904762,B,Medium Moving
21473,SWEETHEART CREAM STEEL TABLE RECT,149,2972.55,86,19.95,B,Medium Moving
23237,SET OF 4 KNICK KNACK TINS LEAF,739,2970.85,116,4.136206896551725,B,Medium Moving
23346,SPACEBOY BEAKER,2567,2970.75,138,1.2439285714285715,B,Fast Moving
22176,BLUE OWL SOFT TOY,1027,2968.05,216,2.942660550458716,B,Medium Moving
22477,WATERING CAN GARDEN MARKER,2243,2967.45,183,1.2514754098360656,B,Fast Moving
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,3398,2962.81,239,0.8713991769547325,B,Fast Moving
21477,STRING OF 20 ROSE LIGHTS,262,2962.5,37,12.458108108108108,B,Medium Moving
22107,PIZZA PLATE IN BOX,841,2957.3,185,3.659206349206349,B,Medium Moving
23323,WHITE WICKER STAR ,1422,2954.7000000000003,270,2.096402877697842,B,Medium Moving
23014,GLASS APOTHECARY BOTTLE ELIXIR,798,2951.78,160,3.907901234567901,B,Medium Moving
21864,UNION JACK FLAG PASSPORT COVER ,1483,2947.02,259,2.084528301886792,B,Medium Moving
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1423,2946.92,218,2.124383561643836,B,Medium Moving
21333,CLASSIC WHITE FRAME,1007,2946.65,197,2.943908629441625,B,Medium Moving
22406,MONEY BOX KINGS CHOICE DESIGN,2380,2942.78,171,1.2328323699421966,B,Fast Moving
21829,DINOSAUR KEYRINGS ASSORTED,14192,2940.03,300,0.2105960264900662,B,Fast Moving
