StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders,AveragePrice
23534,WALL ART STOP FOR TEA ,688,3748.18,153,5.909285714285714
22573,STAR WOODEN CHRISTMAS DECORATION,4502,3739.34,290,0.8800680272108844
21955,UNION JACK GUNS & ROSES  DOORMAT,747,3737.45,87,6.29655172413793
22736,RIBBON REEL MAKING SNOWMEN ,2274,3735.26,293,1.6875593220338982
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1914,3734.04,237,2.076182572614108
20963,APPLE BATH SPONGE,3038,3729.29,293,1.2799328859060404
22782,SET 3 WICKER STORAGE BASKETS ,254,3712.3,84,19.985714285714284
22797,CHEST OF DRAWERS GINGHAM HEART ,222,3711.24,125,16.984719999999996
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1003,3709.63,189,3.7835449735449735
21714,CITRONELLA CANDLE GARDEN POT,3357,3707.37,322,1.2383024691358024
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2415,3703.95,232,1.6381856540084387
21810,CHRISTMAS HANGING STAR WITH BELL,6281,3698.65,241,0.7628015564202334
23309,SET OF 60 I LOVE LONDON CAKE CASES ,7670,3697.7,294,0.5688925081433225
21495,SKULLS AND CROSSBONES WRAP,9065,3695.3,267,0.4179775280898876
23351,ROLL WRAP 50'S CHRISTMAS,3054,3694.02,271,1.2438909090909092
20981,12 PENCILS TALL TUBE WOODLAND,4431,3691.47,427,0.8490909090909091
21034,REX CASH+CARRY JUMBO SHOPPER,3884,3689.8,1857,0.95
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,900,3689.28,169,4.2798823529411765
21470,FLOWER VINE RAFFIA FOOD COVER,1011,3687.18,266,3.782453531598513
22723,SET OF 6 HERB TINS SKETCHBOOK,1054,3686.14,235,3.7472268907563024
22272,FELTCRAFT DOLL MARIA,1343,3684.91,276,2.932
84950,ASSORTED COLOUR T-LIGHT HOLDER,5610,3677.14,221,0.7336486486486486
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1947,3675.55,211,2.657511737089202
23110,PARISIENNE KEY CABINET ,662,3673.7,219,5.713636363636364
21472,LADYBIRD + BEE RAFFIA FOOD COVER,999,3669.45,235,3.743248945147679
85053,FRENCH ENAMEL CANDLEHOLDER,1845,3667.29,277,2.12565371024735
22284,HEN HOUSE DECORATION,2341,3665.25,233,1.6464285714285714
22594,CHRISTMAS GINGHAM TREE,4354,3661.12,290,0.8803780068728523
22980,PANTRY SCRUBBING BRUSH,2286,3656.94,242,1.674590163934426
21494,ROTATING LEAVES T-LIGHT HOLDER,2813,3655.28,241,1.4743724696356275
22823,CHEST NATURAL WOOD 20 DRAWERS,32,3655.0,18,117.5
47580,TEA TIME DES TEA COSY,1533,3651.91,263,2.542142857142857
20675,BLUE POLKADOT BOWL,3116,3649.97,275,1.2427338129496404
21238,RED SPOTTY CUP,4473,3649.17,360,0.8453698630136987
21592,RETRO SPOT  CIGAR BOX MATCHES ,3101,3648.25,187,1.2429629629629628
21795,SET OF 3 BLUE STRIPE BASKET,436,3632.97,76,12.6725
22359,GLASS JAR KINGS CHOICE,1185,3631.87,147,2.96265306122449
85049C,ROMANTIC PINKS RIBBONS ,2927,3630.32,459,1.2517735042735043
22830,UTILTY CABINET WITH HOOKS,178,3623.2,16,24.37625
21064,BOOM BOX SPEAKER BOYS,721,3620.65,103,5.382075471698113
23064,CINDERELLA CHANDELIER ,220,3617.6,22,43.01136363636363
21243,PINK  POLKADOT PLATE ,2282,3614.66,172,1.6747398843930636
22544,MINI JIGSAW SPACEBOY,9209,3613.4,261,0.4150381679389313
22788,BROCANTE COAT RACK,459,3609.95,68,9.79279411764706
21911,GARDEN METAL SIGN ,2374,3609.9,256,1.6453307392996108
21244,BLUE  SPOTTY PLATE ,2272,3609.28,179,1.6780662983425416
21899,"KEY FOB , GARAGE DESIGN",5785,3601.73,408,0.6482692307692308
22458,CAST IRON HOOK GARDEN FORK,1487,3599.61,151,2.5394039735099336
22843,BISCUIT TIN VINTAGE GREEN,573,3591.73,161,6.695889570552148
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,2949,3590.06,182,1.2572340425531916
21913,VINTAGE SEASIDE JIGSAW PUZZLES,988,3590.02,204,3.7739024390243903
20754,RETROSPOT RED WASHING UP GLOVES,1804,3581.76,341,2.0916811594202898
22398,MAGNETS PACK OF 4 SWALLOWS,4186,3573.95,394,0.8960598503740648
23049,RECYCLED ACAPULCO MAT RED,435,3572.75,169,8.24526627218935
23092,LARGE ANTIQUE WHITE PHOTO FRAME,507,3568.26,125,7.80144
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",4371,3563.55,273,0.8435611510791367
21042,RED RETROSPOT APRON ,637,3556.15,159,5.934049079754601
35924,HANGING FAIRY CAKE DECORATION,2003,3554.4,100,2.0211538461538465
22704,WRAP RED APPLES ,8650,3553.0,293,0.4189078498293515
23299,FOOD COVER WITH BEADS SET 2 ,977,3545.17,121,3.793471074380165
84598,BOYS ALPHABET IRON ON PATCHES,18241,3542.61,41,0.2060975609756097
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",1919,3533.2499999999995,141,1.9308510638297876
20750, RED/WHITE DOT MINI CASES,478,3528.18,138,7.811
21181,PLEASE ONE PERSON  METAL SIGN,1787,3524.7000000000003,150,2.0768211920529804
22125,UNION JACK HOT WATER BOTTLE ,608,3514.6000000000004,157,5.925460122699387
22497,SET OF 2 TINS VINTAGE BATHROOM ,838,3511.5,205,4.245145631067961
22080,RIBBON REEL SPOTS DESIGN ,2157,3509.05,244,1.647560975609756
23236,STORAGE TIN VINTAGE DOILY ,1235,3502.15,158,2.9887500000000005
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1429,3498.15,217,2.537671232876712
70006,LOVE HEART POCKET WARMER,4184,3495.5,171,1.4014772727272726
23089,GLASS BON BON JAR,2135,3495.27,134,1.775839416058394
21499,BLUE POLKADOT WRAP,8675,3493.5,262,0.4162595419847328
22744,MAKE YOUR OWN MONSOON CARD KIT,1391,3489.49,254,2.7963320463320462
22057,CERAMIC PLATE STRAWBERRY DESIGN,2903,3484.35,173,1.3855491329479768
71477,COLOURED GLASS STAR T-LIGHT HOLDER,996,3474.88,42,3.98139534883721
23081,GREEN METAL BOX ARMY SUPPLIES,437,3474.39,111,8.34018018018018
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,1284,3474.14,174,2.960285714285714
22118,JOY WOODEN BLOCK LETTERS,765,3466.03,243,4.730564516129032
23111,PARISIENNE SEWING BOX,296,3464.8,124,12.2816
22334,DINOSAUR PARTY BAG + STICKER SET,2196,3460.24,246,1.64856
23349,ROLL WRAP VINTAGE CHRISTMAS,2847,3450.39,246,1.245
84558A,3D DOG PICTURE PLAYING CARDS,1207,3445.4500000000003,169,2.947701149425287
23085,ANTIQUE SILVER BAUBLE LAMP  ,369,3437.7000000000003,72,10.069230769230767
23112,PARISIENNE CURIO CABINET,471,3437.3,183,7.453551912568306
85206A,CREAM FELT EASTER EGG BASKET,2148,3436.2,283,1.642334494773519
21992,VINTAGE PAISLEY STATIONERY SET,2064,3436.04,308,1.9305414012738853
23130,MISTLETOE HEART WREATH GREEN,838,3435.62,162,4.239876543209877
20692,FLORAL ELEPHANT SOFT TOY,879,3434.25,116,4.177966101694915
21743,STAR PORTABLE TABLE LIGHT ,1229,3433.55,139,2.924647887323944
23497,CLASSIC CHROME BICYCLE BELL ,2451,3431.35,170,1.4393142857142858
84968B,S/16 VINTAGE IVORY CUTLERY,276,3420.0,76,12.702631578947368
23194,GYMKHANA TREASURE BOOK BOX,1630,3417.83,156,2.2552201257861637
23535,WALL ART BICYCLE SAFETY,644,3412.52,120,5.89611570247934
21041,RED SPOTTY OVEN GLOVE DOUBLE,1232,3408.4,130,2.9349624060150377
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,8455,3396.07,498,0.4177955911823647
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2099,3393.35,240,1.6760162601626014
22320,BIRDS MOBILE VINTAGE DESIGN,578,3390.46,169,6.0083431952662725
22602,CHRISTMAS RETROSPOT HEART WOOD,4217,3384.77,241,0.8442570281124498
20748,KENSINGTON COFFEE SET,359,3371.25,114,12.162280701754383
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",181,3362.57,24,23.5275
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",4216,3360.0,262,0.8425572519083969
84508A,CAMOFLAGE DESIGN TEDDY,1584,3358.8,42,2.4244186046511627
21717,EASTER TIN BUCKET,1405,3355.95,143,2.505944055944056
21238,RED RETROSPOT CUP,4175,3355.05,340,0.8473546511627907
22425,ENAMEL COLANDER CREAM,692,3352.01,240,4.953360995850622
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2076,3348.6,177,1.6455801104972374
22047,EMPIRE GIFT WRAP,8225,3340.5,260,0.4179230769230769
48197,DOOR MAT BIRD ON THE WIRE,562,3337.8,121,7.03404958677686
23294,SET OF 6 SNACK LOAF BAKING CASES,4264,3336.94,291,0.8247796610169491
22478,BIRDHOUSE GARDEN MARKER ,2537,3336.85,216,1.2521296296296296
23552,BICYCLE PUNCTURE REPAIR KIT ,1730,3336.7200000000003,103,2.062181818181818
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1309,3334.51,263,2.8716296296296298
47505,MINATURE COLOURED GARDENING SET,716,3331.7000000000003,160,4.848456790123457
22777,GLASS CLOCHE LARGE,420,3324.3500000000004,75,8.386666666666667
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,815,3320.31,137,4.215179856115108
23189,SET OF 12 FORK CANDLES,1215,3319.35,113,2.858421052631579
22314,OFFICE MUG WARMER CHOC+BLUE,1020,3315.5400000000004,180,3.553567567567568
23210,WHITE ROCKING HORSE HAND PAINTED,2750,3311.5,154,1.2435975609756096
22445,PENCIL CASE LIFE IS BEAUTIFUL,1138,3311.3,208,2.9947706422018348
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,5484,3304.59,509,0.701937984496124
21067,VINTAGE RED TEATIME MUG,4517,3302.7200000000003,180,1.093756906077348
23571,TRADITIONAL NAUGHTS & CROSSES,2018,3300.9,216,1.6490950226244343
21500,PINK POLKADOT WRAP ,8125,3298.5,260,0.4165384615384615
23156,SET OF 5 MINI GROCERY MAGNETS,1631,3297.2200000000003,184,2.0946236559139786
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1534,3293.7,159,2.5075
22962,JAM JAR WITH PINK LID,4141,3293.65,257,0.8439534883720929
21787,RAIN PONCHO WITH RED SPOTS,4462,3288.7,118,0.8281512605042016
21556,CERAMIC STRAWBERRY MONEY BOX,1370,3281.1,174,2.5381355932203387
23091,ZINC HERB GARDEN CONTAINER,535,3279.82,187,6.293191489361702
22536,MAGIC DRAWING SLATE PURDEY,8378,3265.56,313,0.4161801242236024
23009,I LOVE LONDON BABY GIFT SET,209,3262.55,61,16.425409836065572
22807,SET OF 6 T-LIGHTS TOADSTOOLS,1192,3257.0400000000004,183,2.850744680851064
23332,IVORY WICKER HEART LARGE,1979,3255.75,267,1.6485507246376812
22778,GLASS CLOCHE SMALL,890,3255.66,143,3.886107382550336
21902,"KEY FOB , FRONT  DOOR ",5225,3244.59,408,0.6598584905660378
22603,CHRISTMAS RETROSPOT TREE WOOD,3949,3239.65,301,0.8647249190938511
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,1402,3236.7,153,2.521153846153846
22355,"CHARLOTTE BAG , SUKI DESIGN",4072,3233.7,234,0.8366666666666667
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,198,3232.1,118,16.72966101694915
20983,12 PENCILS TALL TUBE RED RETROSPOT,3807,3229.71,336,0.8496275071633237
84580,MOUSE TOY WITH PINK T-SHIRT,860,3228.8,312,3.755956112852665
21794,CLASSIC FRENCH STYLE BASKET NATURAL,677,3226.87,152,5.299144736842106
21917,SET 12 KIDS  WHITE CHALK STICKS,7892,3226.38,381,0.4230129870129869
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1159,3224.65,131,2.9286259541984734
22440,BALLOON WATER BOMB PACK OF 35,8296,3224.52,258,0.41796992481203
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,1371,3215.25,154,2.526923076923077
22352,LUNCHBOX WITH CUTLERY RETROSPOT ,1359,3214.35,191,2.468814432989691
22461,SAVOY ART DECO CLOCK,394,3214.3,130,10.863846153846154
23013,GLASS APOTHECARY BOTTLE TONIC,865,3211.09,180,3.885580110497238
22765,NEWSPAPER STAND,300,3210.3,42,14.471666666666666
21732,RED HANGING METAL STAR TLIGHT HLDR,923,3199.17,56,3.681724137931034
22769,CHALKBOARD KITCHEN ORGANISER,164,3198.8,35,24.290285714285712
22589,CARDHOLDER GINGHAM STAR,1225,3197.39,197,2.724321608040201
20675,BLUE SPOTTY BOWL,2700,3197.16,258,1.2411969111969112
23230,WRAP ALPHABET DESIGN,7925,3196.5,232,0.4173275862068965
21349,IVY HEART WREATH,492,3193.0,127,6.7
21211,SET OF 72 SKULL PAPER  DOILIES,2321,3192.65,184,1.4456756756756757
21112,"SWISS ROLL TOWEL, PINK  SPOTS",1411,3190.4500000000003,101,2.7137254901960786
22312,OFFICE MUG WARMER POLKADOT,995,3186.7900000000004,188,3.4635449735449737
23426,METAL SIGN DROP YOUR PANTS,1230,3186.78,171,2.854450867052023
20966,SANDWICH BATH SPONGE,2576,3182.0,232,1.2491949152542372
20702,PINK PADDED MOBILE,758,3178.0,237,4.235416666666667
21584,RETRO SPOT SMALL TUBE MATCHES,2001,3176.85,128,1.6469696969696968
21845,DAIRY MAID STRIPE MUG,2419,3176.05,144,1.8861111111111115
21993,FLORAL FOLK STATIONERY SET,2051,3171.4,282,1.8304210526315787
23127,FELTCRAFT GIRL NICOLE KIT,645,3169.79,170,4.97
22822,CREAM WALL PLANTER HEART SHAPED,562,3169.41,168,5.93526627218935
22459,CAST IRON HOOK GARDEN TROWEL,1336,3164.96,148,2.5354
20886,BOX OF 9 PEBBLE CANDLES,1686,3161.4,244,1.937951807228916
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,6566,3161.14,457,0.5830543933054393
84356,POMPOM CURTAIN,660,3155.0,94,6.056382978723405
23350,ROLL WRAP VINTAGE SPOT ,2584,3154.4,246,1.2466666666666668
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,3952,3151.2,246,0.8410162601626016
21469,POLKA DOT RAFFIA FOOD COVER,1091,3148.16,176,3.681306818181818
23239,SET OF 4 KNICK KNACK TINS POPPIES,812,3142.4,155,3.90506329113924
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2612,3141.88,120,1.2390983606557375
23388,WOODLAND MINI BACKPACK,784,3133.6000000000004,133,4.137969924812031
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1905,3131.09,314,1.6724924012158056
22059,CERAMIC STRWBERRY DESIGN MUG,2269,3130.25,166,1.4749142857142858
22700,BLACK AND WHITE DOG BOWL,1377,3114.27,92,2.640217391304348
21054,NURSE'S BAG SOFT TOY,350,3112.5,163,8.94390243902439
21500,PINK SPOTS  WRAP ,7725,3102.5,229,0.4161572052401746
79323GR,GREEN CHERRY LIGHTS,524,3100.2000000000003,76,6.493421052631579
22494,EMERGENCY FIRST AID TIN ,2502,3099.4,294,1.2888215488215486
22702,BLACK AND WHITE CAT BOWL,1573,3097.8,82,1.9385542168674696
21154,RED SPOTTY OVEN GLOVE ,2556,3095.44,249,1.2470196078431373
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,5955,3091.61,305,0.5637820512820513
22902,TOTE BAG I LOVE LONDON,1610,3091.54,140,2.059577464788733
20992,JAZZ HEARTS PURSE NOTEBOOK,6030,3069.62,377,0.5896455696202532
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3726,3068.82,253,0.8295719844357976
22059,CERAMIC STRAWBERRY DESIGN MUG,2534,3064.38,199,1.3533492822966509
21830,ASSORTED CREEPY CRAWLIES,7387,3059.95,225,0.4261674008810572
21986,PACK OF 12 PINK SPOT TISSUES ,8151,3058.93,155,0.2922929936305732
21466,RED FLOWER CROCHET FOOD COVER,823,3057.89,240,3.798298755186722
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,7504,3053.76,332,0.4196439169139465
22475,SKULL DESIGN TV DINNER TRAY,690,3052.9,200,4.7642364532019705
22122,SET OF 2 FANCY FONT TEA TOWELS,1053,3042.3500000000004,156,2.9475155279503107
84975,HEART SHAPED MIRROR,1923,3041.07,167,1.6757988165680473
21179,NO JUNK MAIL METAL SIGN,4039,3040.07,359,0.982907608695652
23168,CLASSIC CAFE SUGAR DISPENSER,2633,3037.1,208,1.2297619047619048
21588,RETRO SPOT GIANT  TUBE MATCHES,1295,3034.9500000000003,102,2.5240384615384617
23342,MINT DINER WALL CLOCK,363,3034.5,154,8.483441558441559
21364,PEACE SMALL WOOD LETTERS,439,3031.65,144,6.752638888888889
22076,6 RIBBONS EMPIRE  ,2100,3030.42,240,1.5456378600823044
37410,BLACK AND WHITE PAISLEY FLOWER MUG,25685,3019.57,18,1.045
21351,CINAMMON & ORANGE WREATH,986,3018.7,135,5.231751824817518
23253,16 PIECE CUTLERY SET PANTRY DESIGN,210,3018.3,46,15.65
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",768,3015.6,62,4.648387096774194
37501,TEA TIME TEA SET IN GIFT BOX,436,3006.2000000000003,146,6.943150684931507
22863,SOAP DISH BROCANTE,1070,3002.9,148,2.928523489932886
85232D,SET/3 DECOUPAGE STACKING TINS,633,2998.95,175,4.926
22732,3D VINTAGE CHRISTMAS STICKERS ,2407,2995.59,205,1.3051674641148323
22862,LOVE HEART NAPKIN BOX ,708,2993.0,184,4.247326203208556
20681,PINK SPOTTY CHILDS UMBRELLA,949,2991.25,175,3.238636363636364
22136,LOVE HEART SOCK HANGER,1882,2990.1,191,1.643877551020408
22366,DOOR MAT AIRMAIL ,427,2988.53,114,7.327017543859648
23065,LARGE DECO JEWELLERY STAND,246,2977.8,88,12.46931818181818
21936,RED/WHITE SPOT PICNIC BAG,1091,2974.45,82,2.911904761904762
21473,SWEETHEART CREAM STEEL TABLE RECT,149,2972.55,86,19.95
23237,SET OF 4 KNICK KNACK TINS LEAF,739,2970.85,116,4.136206896551725
23346,SPACEBOY BEAKER,2567,2970.75,138,1.2439285714285715
22176,BLUE OWL SOFT TOY,1027,2968.05,216,2.942660550458716
22477,WATERING CAN GARDEN MARKER,2243,2967.45,183,1.2514754098360656
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,3398,2962.81,239,0.8713991769547325
21477,STRING OF 20 ROSE LIGHTS,262,2962.5,37,12.458108108108108
22107,PIZZA PLATE IN BOX,841,2957.3,185,3.659206349206349
23323,WHITE WICKER STAR ,1422,2954.7000000000003,270,2.096402877697842
23014,GLASS APOTHECARY BOTTLE ELIXIR,798,2951.78,160,3.907901234567901
21864,UNION JACK FLAG PASSPORT COVER ,1483,2947.02,259,2.084528301886792
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1423,2946.92,218,2.124383561643836
21333,CLASSIC WHITE FRAME,1007,2946.65,197,2.943908629441625
22406,MONEY BOX KINGS CHOICE DESIGN,2380,2942.78,171,1.2328323699421966
21829,DINOSAUR KEYRINGS ASSORTED,14192,2940.03,300,0.2105960264900662
23236,DOILEY STORAGE TIN,1082,2934.98,112,2.8652212389380534
48189,DOOR MAT FRIENDSHIP ,431,2934.31,149,7.14248322147651
84849B,FAIRY SOAP SOAP HOLDER,1819,2932.99,226,1.6825991189427312
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2483,2918.71,135,1.2436029411764706
22194,BLACK DINER WALL CLOCK,353,2918.05,142,8.458098591549296
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,239,2915.25,133,12.615671641791044
21812,GARLAND WITH HEARTS AND BELLS,597,2913.15,124,4.9332
22428,ENAMEL FIRE BUCKET CREAM,421,2910.9300000000003,158,6.980062893081761
23461,SWEETHEART BIRD HOUSE,829,2908.55,83,4.135955056179776
21467,CHERRY CROCHET FOOD COVER,951,2905.27,212,3.734205607476635
23188,VINTAGE  2 METER FOLDING RULER,1775,2902.4700000000003,155,1.678789808917197
22313,OFFICE MUG WARMER PINK,952,2899.54,106,3.3494444444444444
21240,BLUE POLKADOT CUP,3655,2898.75,270,0.8423529411764706
22733,3D TRADITIONAL CHRISTMAS STICKERS,2296,2893.04,217,1.3036486486486487
22347,PIZZA SLICE DISH,2605,2891.4500000000003,74,1.2294594594594594
21041,RED RETROSPOT OVEN GLOVE DOUBLE,996,2890.2000000000003,200,2.948019801980198
21055,TOOL BOX SOFT TOY ,316,2889.64,176,9.210338983050846
23242,TREASURE TIN BUFFALO BILL ,1430,2886.0800000000004,187,2.0739473684210528
21592,RETROSPOT CIGAR BOX MATCHES ,2760,2885.46,279,1.1584375
21705,BAG 500g SWIRLY MARBLES,2401,2883.21,183,1.5597849462365592
21447,12 IVORY ROSE PEG PLACE SETTINGS,2377,2882.33,228,1.2467381974248928
21584,RETROSPOT SMALL TUBE MATCHES,1761,2881.65,219,1.6482758620689657
82578,KITCHEN METAL SIGN,5391,2879.3500000000004,544,0.553768115942029
21519,GIN & TONIC DIET GREETING CARD ,7017,2868.66,436,0.4139588100686499
21100,CHARLIE AND LOLA CHARLOTTE BAG,2221,2864.05,159,1.5760625
23035,DRAWER KNOB CERAMIC IVORY,2035,2863.39,165,1.453855421686747
21537,RED RETROSPOT PUDDING BOWL,686,2862.5,162,4.237951807228916
23393,HOME SWEET HOME CUSHION COVER ,763,2861.25,201,3.75
22794,SWEETHEART WIRE MAGAZINE RACK,362,2851.5,183,7.93688524590164
22309,TEA COSY RED  STRIPE,1208,2850.93,169,2.5713529411764706
15039,SANDALWOOD FAN,4146,2848.9,180,0.8306593406593407
21192,WHITE BELL HONEYCOMB PAPER ,1845,2842.25,113,1.6298319327731092
22172,METAL SHELF WITH RAIL ,339,2839.0,156,8.472929936305732
23390,DOLLY GIRL MINI BACKPACK,713,2838.9500000000003,144,4.139115646258504
84968D,S/16 VINTAGE RED CUTLERY,253,2836.95,17,12.43235294117647
23283,DOORMAT VINTAGE LEAVES DESIGN ,426,2833.7000000000003,88,7.66625
18098C,PORCELAIN BUTTERFLY OIL BURNER,1123,2832.8500000000004,177,2.891304347826087
85049D,BRIGHT BLUES RIBBONS ,2283,2826.39,372,1.2494986807387862
22071,SMALL WHITE RETROSPOT MUG IN BOX ,1125,2825.37,159,3.689565217391304
84279B,CHERRY BLOSSOM DECORATIVE FLASK,777,2820.15,188,3.7289361702127657
21206,STRAWBERRY HONEYCOMB  GARLAND ,2058,2819.7,190,1.6083333333333334
21990,MODERN FLORAL STATIONERY SET,1786,2818.3,233,1.805169491525424
22154,ANGEL DECORATION 3 BUTTONS ,6808,2816.16,227,0.4194979079497907
22944,CHRISTMAS METAL POSTCARD WITH BELLS,4185,2813.03,102,0.8347663551401869
23182,TOILET SIGN OCCUPIED OR VACANT,3378,2807.69,254,0.8792635658914728
22037,ROBOT BIRTHDAY CARD,6751,2806.0,474,0.4201052631578947
22972,CHILDREN'S SPACEBOY MUG,1722,2802.26,186,1.653422459893048
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",900,2799.0,90,4.516666666666667
21354,TOAST ITS - BEST MUM,2401,2797.25,169,1.2229411764705882
23329,DECORATIVE WICKER HEART LARGE,1701,2794.65,215,1.6482758620689657
22710,WRAP I LOVE LONDON ,7104,2787.68,168,0.4158333333333333
84909A,PINK PAISLEY QUILT ,208,2784.8,29,17.329310344827586
21507,"ELEPHANT, BIRTHDAY CARD, ",6890,2782.92,398,0.4160902255639097
22712,CARD DOLLY GIRL ,7009,2777.73,345,0.4277101449275362
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,863,2770.91,36,6.1529729729729725
47504K,ENGLISH ROSE GARDEN SECATEURS,2580,2769.64,263,1.3644776119402986
21796,SET OF 3 RED STRIPE BASKETS,323,2769.44,66,12.660757575757575
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,749,2762.67,215,3.7316666666666665
21626,VINTAGE UNION JACK PENNANT,1415,2759.25,159,1.95
23290,SPACEBOY CHILDRENS BOWL,2367,2757.15,174,1.2419540229885058
21239,PINK  SPOTTY CUP,3390,2756.7,296,0.8456521739130435
85114B,IVORY ENCHANTED FOREST PLACEMAT,1753,2756.45,157,1.6424050632911391
23345, DOLLY GIRL BEAKER,2394,2754.5,133,1.2437037037037038
23354,6 GIFT TAGS 50'S CHRISTMAS ,3343,2750.9300000000003,261,0.8295910780669145
22925,BLUE GIANT GARDEN THERMOMETER,465,2743.77,171,5.982034883720931
22674,FRENCH TOILET SIGN BLUE METAL,2267,2741.48,243,1.2510569105691056
23051,RECYCLED ACAPULCO MAT BLUE,335,2741.35,133,8.237969924812031
22095,LADS ONLY TISSUE BOX,2820,2741.16,188,0.8948979591836735
22955,36 FOIL STAR CAKE CASES ,1404,2740.04,156,2.0379754601227
22963,JAM JAR WITH GREEN LID,3450,2733.6,220,0.8435294117647059
22480,RED TEA TOWEL CLASSIC DESIGN,2272,2730.56,245,1.245421686746988
21820,GLITTER HEART GARLAND WITH BELLS ,740,2724.71,134,3.763840579710145
84813,SET OF 4 DIAMOND NAPKIN RINGS,379,2722.47,69,10.521159420289855
16161U,WRAP SUKI AND FRIENDS,6676,2721.92,208,0.4185576923076923
22285,"DECORATION HEN ON NEST, HANGING",1837,2718.4500000000003,125,1.640384615384615
22067,CHOC TRUFFLE GOLD TRINKET POT ,1765,2717.13,180,1.6
22242,5 HOOK HANGER MAGIC TOADSTOOL,1757,2707.05,96,1.6355670103092783
22757,LARGE RED BABUSHKA NOTEBOOK ,2532,2703.73,223,1.1777433628318583
21272,SALLE DE BAIN HOOK,2179,2703.11,230,1.2497021276595746
21328,BALLOONS  WRITING SET ,1632,2691.4,374,1.6662105263157894
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1678,2691.14,179,1.651333333333333
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2343,2682.79,135,1.2670370370370372
22949,36 DOILIES DOLLY GIRL,1929,2681.85,131,1.446946564885496
22667,RECIPE BOX RETRO SPOT DESIGN,952,2674.0000000000005,175,2.938636363636364
22162,HEART GARLAND RUSTIC PADDED,925,2671.15,133,2.9471014492753627
21728,METAL MEDINA LANTERN ,294,2670.6,36,12.386111111111113
84510A,SET OF 4 ENGLISH ROSE COASTERS,2166,2670.54,307,1.2598709677419355
22990,COTTON APRON PANTRY DESIGN,602,2670.54,140,4.760140845070423
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1843,2669.95,250,1.449212598425197
21682,LARGE MEDINA STAMPED METAL BOWL ,548,2667.21,141,4.980567375886524
90057,DIAMANTE RING ASSORTED IN BOX.,1800,2660.88,34,1.6276470588235294
22066,LOVE HEART TRINKET POT,3406,2654.64,254,1.014846153846154
84968A,SET OF 16 VINTAGE ROSE CUTLERY,218,2649.9,68,12.671739130434784
22436,12 COLOURED PARTY BALLOONS,4157,2637.85,255,0.6538461538461539
21329,DINOSAURS  WRITING SET ,1615,2635.99,369,1.6639733333333333
23427,STOOL HOME SWEET HOME ,227,2635.9,106,12.30373831775701
22754,SMALL RED BABUSHKA NOTEBOOK ,3671,2635.81,379,0.806151832460733
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1303,2633.42,189,2.134842105263158
23211,RED ROCKING HORSE HAND PAINTED,2206,2631.5,116,1.2411016949152542
21360,JOY LARGE WOOD LETTERS,433,2631.35,92,9.241847826086955
22482,BLUE TEA TOWEL CLASSIC DESIGN,2233,2627.09,201,1.2416585365853658
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,3543,2624.6,395,0.8190322580645161
