ds,yhat,yhat_lower,yhat_upper
2011-06-09,35061.727650100926,19690.18428081721,50741.4877474273
2011-06-10,26131.691851778225,11569.17307727327,41109.57090054295
2011-06-12,16591.45902433879,1133.945523209269,31239.34990658969
2011-06-13,28053.11014315444,13177.459083036269,43417.81301169666
2011-06-14,30478.20604576979,15028.721901296503,45364.86317300843
2011-06-15,27307.71830696313,11351.728152086633,42118.20822225722
2011-06-16,34195.933762835426,18825.6214858404,49809.32447223723
2011-06-17,24775.070908085312,9005.861845307541,40796.15265304664
2011-06-19,14337.09003514178,-650.5392493005319,31048.650732665705
2011-06-20,25417.922615727224,10937.028564377795,40802.81216650777
2011-06-21,27522.6899971875,10821.51591578096,43448.56641077582
2011-06-22,24101.501483249674,8793.81367761301,39875.047442833245
2011-06-23,30815.704028267148,15647.964300728225,46772.52129441406
2011-06-24,21302.30919070287,5993.434847030653,36014.81578097244
2011-06-26,10930.896968093128,-4438.622715988213,26704.60296295192
2011-06-27,22168.364952103348,6062.831206581707,37619.26981046704
2011-06-28,24506.44195575131,9580.19750048734,40034.31510736583
2011-06-29,21388.345240599177,5968.808724448309,36187.02244235378
2011-06-30,28466.614146334206,12680.378810446766,44366.77692949457
2011-07-01,19367.82115538128,4496.517757977185,35288.27441898994
2011-07-03,9929.322685777704,-4928.196683915002,24286.929255037965
2011-07-04,21659.206284204534,7673.545174732094,37954.704293411705
2011-07-05,24489.234120260244,8558.621495375119,40094.19109072849
2011-07-06,21849.51867115465,7212.818792108788,36551.75331622465
2011-07-07,29380.142626225635,14666.803334891329,45973.83285383869
2011-07-08,20696.23475559717,5751.443483095694,36200.39725948079
2011-07-10,11936.317184311114,-2682.478718118091,26559.43279804619
2011-07-11,23914.802869165804,8686.418968024827,39651.0670006524
2011-07-12,26926.17592506033,11595.36730731213,42132.401763531736
2011-07-13,24398.08879302519,8782.033180064835,38795.44647138362
2011-07-14,31970.333155731136,17495.788745335718,47042.23428929588
2011-07-15,23259.884775983985,8160.642032986552,39305.42170209393
2011-07-17,14259.83160563752,-2066.004775638918,29945.192412539032
2011-07-18,26037.916173641694,10082.410293303605,41303.4194876428
2011-07-19,28806.62813407763,13956.633908869995,43411.74942014138
2011-07-20,26003.52214322042,10760.26198856244,40890.60736108706
2011-07-21,33279.03360329107,17781.31908516199,48536.36919967132
2011-07-22,24261.16247704085,10600.897653446427,39654.148288936674
2011-07-24,14657.98113542151,-687.9594232011126,29408.381466884355
2011-07-25,26161.01662671938,9855.531291299369,41127.388783033406
2011-07-26,28684.62788141237,14347.763468850311,44449.948312052045
2011-07-27,25673.99983018621,10722.70737005506,41827.99185311495
2011-07-28,32785.6408430036,16581.761016469132,48542.36446761618
2011-07-29,23651.87921326651,7942.69356715736,39216.47821819846
2011-07-31,13968.744258490568,-2038.106711271572,28402.61666637409
2011-08-01,25506.821378207245,10421.574650372642,41100.82303477523
2011-08-02,28111.73284057841,12631.358587153463,44091.02555381883
2011-08-03,25223.64518926837,10382.024685921831,40051.55011056492
2011-08-04,32492.502163030676,16320.14468056042,47952.48110973722
2011-08-05,23542.76433488028,8339.561923871217,39104.74948661732
2011-08-07,14271.880406418402,-1962.9426419536608,28682.761868576126
2011-08-08,26018.69835817138,10808.132564440266,42645.46247628526
2011-08-09,28820.899081973053,12347.44735951322,44219.613752730125
2011-08-10,26109.14731499417,11478.82179153066,40914.92884072385
2011-08-11,33524.62971967279,17471.492382050477,48639.5762002803
2011-08-12,24684.128803527827,9343.697233299434,39430.44413263682
2011-08-14,15496.00168138806,174.37119734942942,30450.5177601046
2011-08-15,27208.867609337736,11503.461568918092,42167.15562416954
2011-08-16,29925.13775314731,14126.632368675117,44703.05781290618
2011-08-17,27076.731557438023,11314.616697587431,41615.42985857438
2011-08-18,34308.179873564295,18001.388670762295,49196.33854192823
2011-08-19,25241.643477091977,9708.663468199167,40853.75867878871
2011-08-21,15506.313261096151,-578.0716722701703,32254.147379950184
2011-08-22,26917.495859655897,10823.674075590405,42330.96365603895
2011-08-23,29328.494187760614,14482.519594673236,45289.78504592339
2011-08-24,26183.682544566083,11022.173643415852,40225.96674006065
2011-08-25,33140.47658023163,18174.245252798737,48752.105636870045
2011-08-26,23833.94424792324,7432.50838256827,39180.686680726605
2011-08-28,13771.829428019828,-902.3173301576778,29811.694727643
2011-08-30,27543.050705063637,12624.04378924202,42198.91326965004
2011-08-31,24497.109982424285,8672.456756803653,38931.92532865168
2011-09-01,31642.769829368317,16424.14242271617,47185.64356555356
2011-09-02,22617.437769616085,7376.006233514816,38581.66040886476
2011-09-04,13391.07332419826,-3028.496240210131,29343.919163554227
2011-09-05,25283.698287245592,10054.700474812416,39872.23794827891
2011-09-06,28329.786986983632,13523.440570832348,44396.39748482779
2011-09-07,25970.05309161116,10633.878428877311,40591.49195614756
2011-09-08,33853.82411177363,18443.13398657755,51118.64711866312
2011-09-09,25603.72409385213,10571.829137880592,41616.4209866341
2011-09-11,17972.61821620813,3746.990577287583,33361.81210410512
2011-09-12,30649.53781975914,15046.381691626437,45397.478805701976
2011-09-13,34446.50763648319,18620.160279253323,49290.97421486766
2011-09-14,32786.055150936045,18670.949051201365,47766.3613610262
2011-09-15,41300.08091141843,25837.040312718866,57612.10467698461
2011-09-16,33595.02319952841,18726.613360963704,48859.6801309443
2011-09-18,26742.51662248367,10767.311989932372,42098.5125089892
2011-09-19,39630.70776705597,25362.879170954144,54942.849125844674
2011-09-20,43509.82625311556,27985.74205603465,60088.637160662125
2011-09-21,41798.26139281764,26083.677723806184,57641.98456847399
2011-09-22,50126.91920473352,34113.64147921109,65127.07795619728
2011-09-23,42104.4492234889,26790.78055526236,56165.0760203153
2011-09-25,34245.62457848642,18345.84644056748,49237.0523221214
2011-09-26,46464.70867370407,31624.468467246425,61805.83352346855
2011-09-27,49581.80311692053,34027.68244548844,65653.11077198973
2011-09-28,47031.48646186957,32467.396470179883,62748.04683552456
2011-09-29,54462.69793995661,39811.809049616015,70084.81238231575
2011-09-30,45503.50385300045,29961.5053888851,61941.423612418825
2011-10-02,35734.963689235854,21142.12290867746,51518.63117149893
2011-10-03,47022.20749932608,31853.00176492733,62760.15211618237
2011-10-04,49249.42327716992,35048.6194783164,64480.59100921996
2011-10-05,45869.76514385169,31490.427718418297,62402.79005838101
2011-10-06,52549.06118950856,37433.64057447975,68316.551611058
2011-10-07,42930.15190929732,28139.15472063644,58575.43567537886
2011-10-09,32165.16371693186,16973.741943259123,47879.51264064017
2011-10-10,43131.68927508819,27812.792463497583,58999.52001077921
2011-10-11,45162.05851418951,29613.18015638151,61013.02017820223
2011-10-12,41709.60258067329,27585.51856005637,56076.98175044317
2011-10-13,48437.17741212527,33236.45825074768,64941.44742667876
2011-10-14,38981.62928113251,23630.713341136223,53915.4992914024
2011-10-16,28850.863060050197,13995.400290010051,46134.27022891385
2011-10-17,40263.42109077516,24788.039060074123,55593.752052279015
2011-10-18,42806.0176652566,27798.10460528614,58036.08917960626
2011-10-19,39915.43448883759,25414.61078341974,55870.10501352376
2011-10-20,47237.17261772096,31933.711214767834,62475.46338926934
2011-10-21,38390.42597594336,22068.63949282981,54212.53913258062
2011-10-23,29452.129681081788,13776.20635484087,44649.22437708397
2011-10-24,41416.07872378463,25902.897885640497,58573.545957496295
2011-10-25,44461.04916160084,29264.40683623366,59044.30164776586
2011-10-26,42011.86984975767,26906.50535158876,58244.41471647741
2011-10-27,49704.38562976928,35106.69856276891,64818.62886027455
2011-10-28,41150.668455493855,25955.817517668303,57412.25104320968
2011-10-30,32550.229639406687,17626.133311048805,47784.117074867
2011-10-31,44558.42588107573,29555.02761092177,59839.64899735351
2011-11-01,47568.62117834636,33223.83157529127,62632.853724944485
2011-11-02,45011.85217520194,29243.665350635783,59613.23633496363
2011-11-03,52532.38493182194,37516.98456560773,68589.05709314378
2011-11-04,43752.60066229178,28145.15831376383,59995.56699062084
2011-11-06,34586.10808125175,18295.024658746468,50965.761317121855
2011-11-07,46280.71286877887,30992.200315445163,61026.71159976434
2011-11-08,48975.08291160927,33764.958097043,63463.89125568506
2011-11-09,46113.54979361861,30262.885980604664,61553.52587493531
2011-11-10,53352.85904907563,37768.8078456296,67563.33924746471
2011-11-11,44326.61352110536,27754.005057502884,59967.21322896099
2011-11-13,34807.729038531375,18818.63186665126,48585.56529679519
2011-11-14,46409.227214881495,31063.02848399268,61519.58613317605
2011-11-15,49070.41125438563,33463.11438612439,64242.06976491295
2011-11-16,46235.76235475844,31087.876464048877,61410.50396661529
2011-11-17,53559.51343218095,36873.869605976535,68735.55884295459
2011-11-18,44670.1404416996,28780.9171858527,60007.89322142736
2011-11-20,35549.60979724186,20728.434411203347,50695.02991752609
2011-11-21,47390.89509785472,32784.23729307429,62748.6094516402
2011-11-22,50301.57226794385,33350.50672364062,65434.52913685738
2011-11-23,47711.52709218956,31684.69007907999,62917.22495798364
2011-11-24,55259.69805284072,41028.65675763575,71729.29011539168
2011-11-25,46559.07168235729,31404.328826944467,61840.70244141461
2011-11-27,37649.20996696492,22053.700179717325,52619.151003228886
2011-11-28,49485.144297764506,33297.836949623714,64254.52769967459
2011-11-29,52301.23526748386,37568.74926917232,68516.19216964558
2011-11-30,49518.50772120811,34003.46869363655,64667.93264630234
2011-12-01,56769.67549310807,42169.37298833163,72575.25757697134
2011-12-02,47664.43679352745,31948.620281037085,63263.84240939638
2011-12-04,37625.26934989972,21840.90387514574,52389.11636275754
2011-12-05,48746.1219543538,34067.888766196455,63918.06417493851
2011-12-06,50758.71270706865,35133.2122660828,65904.35763810476
2011-12-07,47096.86595164843,32845.344865310806,62032.49015753688
2011-12-08,53408.92374671071,37637.10231897998,69437.83065044902
2011-12-09,43322.69468032017,28973.55962529744,58149.72451414075
2011-12-10,9092.1146625596,-6876.8616545072655,24426.8790601664
2011-12-11,31278.12769849136,14415.733362270204,46095.315021820425
2011-12-12,41419.028711586616,24802.642496354343,57292.50541916965
2011-12-13,42497.55740269773,27341.49073209435,59356.22594410127
2011-12-14,37970.48080916401,22588.381992369817,54072.44285882946
2011-12-15,43508.25408998059,26876.622066774034,58134.88727838584
2011-12-16,32759.353602783925,17706.906754951957,49663.72969278284
2011-12-17,-2003.650554386688,-17135.942008932558,12381.741368826815
2011-12-18,19796.24240627581,4437.397861542392,35111.82574828364
2011-12-19,29710.32325500653,16207.741051631328,45970.60497670057
2011-12-20,30730.857690701872,15597.72947037544,45139.94959539372
2011-12-21,26320.34697065817,10304.729709165247,42507.95385409671
2011-12-22,32150.963788894755,17204.760630449582,47193.20219597661
2011-12-23,21868.764875894027,6301.431793509066,35983.60457450528
2011-12-24,-12260.247955576102,-27584.301651288963,3374.984521510388
2011-12-25,10330.308162429095,-5182.780725923925,25237.373158444392
2011-12-26,21177.264460229584,6686.847268179508,37361.3392349457
2011-12-27,23254.89789801142,7590.882974082028,38417.39885651021
2011-12-28,20004.601107222778,3531.2973491684547,35263.74257305934
2011-12-29,27074.814201886205,11941.569873221248,41614.19406311763
2011-12-30,18085.80719729233,2546.293927399278,33339.114633348654
2011-12-31,-14723.630108859175,-30465.358821236103,680.483478565794
2012-01-01,9184.919101469022,-4685.955578106545,24204.542548857684
2012-01-02,21320.26181126469,6873.9777201841935,36790.12416874684
2012-01-03,24629.29431852844,8745.227541057782,40119.10846960397
2012-01-04,22527.36102180641,6912.316999608285,39252.31166070786
2012-01-05,30638.84352635948,15350.70268442083,46490.93249296886
2012-01-06,22562.55098728413,6934.442292750402,38106.89923208562
2012-01-07,-9481.047982955555,-25398.366198845026,6852.462488827041
2012-01-08,15031.743278312322,-213.869869939027,29345.856028801696
2012-01-09,27598.9807101042,12708.692280850488,42681.94332108773
2012-01-10,31161.04341349414,16381.70113508896,46922.92567537297
2012-01-11,29131.14656568708,13956.820725331258,44787.24253277846
2012-01-12,37135.96980609768,21574.421091057,52658.98052324902
2012-01-13,28780.97091374802,12804.535152568122,44285.56237425959
2012-01-14,-3702.572821464673,-18084.288317199414,11710.988876772317
2012-01-15,20223.70478494508,6355.62644946773,35747.24094190298
2012-01-16,32075.99033151429,16173.312893667387,47118.12840764936
2012-01-17,34815.76543710694,17999.15069671897,49081.49383860755
2012-01-18,31879.75417337416,16792.904418462014,47759.5009910118
2012-01-19,38919.92521381397,23542.345681213807,53952.0472957878
2012-01-20,29568.13560308623,13759.053452620536,46263.176546832976
2012-01-21,-3917.523196343053,-17803.5999427327,12137.902955617172
2012-01-22,19027.842243972234,2665.116758372633,33255.72188460634
2012-01-23,29945.9695285776,15884.998135491534,45804.85135654948
2012-01-24,31822.256892541263,16136.75662424597,47723.340399269146
2012-01-25,28115.10135357988,13939.631203664076,43846.48679728704
2012-01-26,34495.356750069244,19246.85099891533,50217.59724574681
2012-01-27,24610.51300456872,8462.804411745481,39851.603929853496
2012-01-28,-9269.33055564987,-23845.341624479977,6028.842050547672
2012-01-29,13428.830981801251,-3242.6951708168835,28424.401373394383
2012-01-30,24250.787040329786,8301.91242014173,39934.487285112285
2012-01-31,26181.87650297491,11214.254113311292,41516.10172658685
2012-02-01,22676.386705924884,7386.914639038267,38834.51982014804
2012-02-02,29397.182108206216,14503.974427447703,44085.062900287805
2012-02-03,19980.1583793825,3133.5712228365483,35406.24423072006
2012-02-04,-13319.41373623985,-28457.5243189316,2452.528737823276
2012-02-05,10053.862936219888,-6167.088065653365,25128.895141943787
2012-02-06,21625.91734856509,6097.700727702189,36502.86575562761
2012-02-07,24360.55755280222,9029.232406433708,39472.46692682793
2012-02-08,21689.491265635854,6350.694174373535,37013.59811466483
2012-02-09,29252.59756681622,14611.86732069084,44981.83625668699
2012-02-10,20663.027253015865,5142.685516557922,36096.40180428911
2012-02-11,-11845.821967334325,-27324.737043803896,3042.4067905417096
2012-02-12,12261.044654828183,-2599.480286735057,27965.745201557223
2012-02-13,24491.173908037188,9165.131481740951,40445.29028532901
2012-02-14,27792.49742583092,12342.164880591838,43357.27689126613
2012-02-15,25583.760456141677,9706.21955353288,41346.11204645495
2012-02-16,33495.113673769345,18014.76780503557,49242.77563124248
2012-02-17,25133.437342925685,10034.059312875095,39455.56876676519
2012-02-18,-7270.561390467814,-22046.82002624859,8214.894764255896
2012-02-19,16819.019559915607,2507.529958093743,31716.797152599345
2012-02-20,28914.146529062746,13657.914365064158,45470.96876192813
2012-02-21,31970.49710517188,16558.916304945913,47844.33119142333
2012-02-22,29417.609345927263,13928.288042716884,45911.00934657673
2012-02-23,36899.109290051616,22143.34743296989,52997.59152025311
2012-02-24,28037.59744380284,12666.255818454203,44422.38475704847
2012-02-25,-4918.751579553202,-19929.316056857868,10009.50102509072
2012-02-26,18584.636400242187,3618.571391263645,34102.43445986746
2012-02-27,30079.033096505176,14769.65383820354,44842.94935559507
2012-02-28,32539.471596898307,17192.684949907005,47129.560184841765
2012-02-29,29414.31771815773,13915.938916061154,44234.24273628077
2012-03-01,36364.94180318566,19721.7392288584,50735.60963699158
2012-03-02,27030.087707223764,12886.695065011403,41856.212729800034
2012-03-03,-6327.992010500151,-21322.546906484768,8809.383210135817
2012-03-04,16856.891152851655,1639.667980885443,32563.900690894887
2012-03-05,28124.838765931363,14105.20597380954,43513.83973348796
2012-03-06,30456.694638995377,15089.85018680554,45692.69778350873
2012-03-07,27303.473909407083,12910.593807035004,42868.39200352074
2012-03-08,34325.98843007974,17630.272361639778,48663.49526701526
